Lb/ry,h/tw,B/2t,h/B,tf/tw,E/Fy,Mp/Mcr,Mn/Mp
83.72093023,53.28440367,6.907894737,2.765714286,1.394495413,208.279468,1.977125458,0.86604563
93.02325581,53.28440367,6.907894737,2.765714286,1.394495413,208.279468,2.443173451,0.904792998
106.9767442,53.28440367,6.907894737,2.765714286,1.394495413,208.279468,2.934504207,0.942822406
120.9302326,53.28440367,6.907894737,2.765714286,1.394495413,208.279468,0.830133666,0.966020388
134.8837209,53.28440367,6.907894737,2.765714286,1.394495413,208.279468,1.063889912,0.980633584
66.03773585,53.37755102,6.711409396,2.6155,1.520408163,208.279468,1.318958439,0.660811279
75.47169811,53.37755102,6.711409396,2.6155,1.520408163,208.279468,2.033033789,0.622402892
84.90566038,53.37755102,6.711409396,2.6155,1.520408163,208.279468,2.993850172,0.876396077
94.33962264,53.37755102,6.711409396,2.6155,1.520408163,208.279468,0.551637452,0.913132442
108.490566,53.37755102,6.711409396,2.6155,1.520408163,208.279468,0.779761205,0.948978415
122.6415094,53.37755102,6.711409396,2.6155,1.520408163,208.279468,0.967462791,0.970748435
136.7924528,53.37755102,6.711409396,2.6155,1.520408163,208.279468,1.235224108,0.984425436
53.0726257,45.92771084,5,2.412658228,1.903614458,208.279468,1.59110854,0.76461799
64.24581006,45.92771084,5,2.412658228,1.903614458,208.279468,1.887868351,0.663882624
72.62569832,45.92771084,5,2.412658228,1.903614458,208.279468,2.191966236,0.632139967
83.79888268,45.92771084,5,2.412658228,1.903614458,208.279468,2.42342098,0.872156648
97.76536313,45.92771084,5,2.412658228,1.903614458,208.279468,0.328561487,0.923174796
108.9385475,45.92771084,5,2.412658228,1.903614458,208.279468,0.483625539,0.949193734
120.1117318,45.92771084,5,2.412658228,1.903614458,208.279468,0.592476843,0.96708432
128.4916201,45.92771084,5,2.412658228,1.903614458,208.279468,0.785767724,0.976913803
51.35951662,10.10077519,3.115942029,1.010077519,1.604651163,208.279468,1.209012119,0.897392182
69.48640483,10.10077519,3.115942029,1.010077519,1.604651163,208.279468,1.335106373,0.825300468
84.59214502,10.10077519,3.115942029,1.010077519,1.604651163,208.279468,1.419034209,0.765969638
93.65558912,10.10077519,3.115942029,1.010077519,1.604651163,208.279468,1.50287351,0.732014073
105.7401813,10.10077519,3.115942029,1.010077519,1.604651163,208.279468,1.607567794,0.68924592
126.8882175,10.10077519,3.115942029,1.010077519,1.604651163,208.279468,1.691252021,0.632594192
145.0151057,10.10077519,3.115942029,1.010077519,1.604651163,208.279468,0.409394419,0.619279371
151.0574018,10.10077519,3.115942029,1.010077519,1.604651163,208.279468,0.557681566,0.616008124
166.163142,10.10077519,3.115942029,1.010077519,1.604651163,208.279468,0.776731092,0.610464745
181.2688822,10.10077519,3.115942029,1.010077519,1.604651163,208.279468,0.953101017,0.608803091
45.58404558,35.90361446,5.033333333,1.973509934,1.807228916,208.279468,1.199671089,0.841907043
54.13105413,35.90361446,5.033333333,1.973509934,1.807228916,208.279468,1.520005216,0.761413178
65.52706553,35.90361446,5.033333333,1.973509934,1.807228916,208.279468,1.782071482,0.659800777
74.07407407,35.90361446,5.033333333,1.973509934,1.807228916,208.279468,2.046927287,0.630616404
85.47008547,35.90361446,5.033333333,1.973509934,1.807228916,208.279468,2.246512151,0.601531987
99.71509972,35.90361446,5.033333333,1.973509934,1.807228916,208.279468,0.566553675,0.918323202
111.1111111,35.90361446,5.033333333,1.973509934,1.807228916,208.279468,0.806404493,0.944094352
122.5071225,35.90361446,5.033333333,1.973509934,1.807228916,208.279468,1.005911418,0.962184323
131.0541311,35.90361446,5.033333333,1.973509934,1.807228916,208.279468,1.293581444,0.972323022
53.37078652,45.52447552,6.826086957,2.073248408,1.608391608,208.279468,1.680890066,0.756726894
64.60674157,45.52447552,6.826086957,2.073248408,1.608391608,208.279468,2.007608704,0.659938394
73.03370787,45.52447552,6.826086957,2.073248408,1.608391608,208.279468,2.34543062,0.626482729
84.26966292,45.52447552,6.826086957,2.073248408,1.608391608,208.279468,2.604327487,0.88379684
98.31460674,45.52447552,6.826086957,2.073248408,1.608391608,208.279468,0.328983717,0.933792236
109.5505618,45.52447552,6.826086957,2.073248408,1.608391608,208.279468,0.548945957,0.958911976
120.7865169,45.52447552,6.826086957,2.073248408,1.608391608,208.279468,0.734213348,0.975952838
129.2134831,45.52447552,6.826086957,2.073248408,1.608391608,208.279468,0.998672008,0.985199626
33.89830508,29.09722222,5.434782609,1.676,1.597222222,208.279468,1.205289145,0.932770955
44.06779661,29.09722222,5.434782609,1.676,1.597222222,208.279468,1.486955804,0.857742598
54.23728814,29.09722222,5.434782609,1.676,1.597222222,208.279468,1.843682127,0.766048225
64.40677966,29.09722222,5.434782609,1.676,1.597222222,208.279468,2.130054825,0.673123742
67.79661017,29.09722222,5.434782609,1.676,1.597222222,208.279468,2.415994776,0.653529359
77.96610169,29.09722222,5.434782609,1.676,1.597222222,208.279468,2.629785051,0.622836467
88.13559322,29.09722222,5.434782609,1.676,1.597222222,208.279468,0.335815169,0.601332394
98.30508475,29.09722222,5.434782609,1.676,1.597222222,208.279468,0.527219804,0.914701771
105.0847458,29.09722222,5.434782609,1.676,1.597222222,208.279468,0.676893062,0.932394694
115.2542373,29.09722222,5.434782609,1.676,1.597222222,208.279468,0.878891338,0.952881322
43.47826087,20.68539326,3.58490566,1.614912281,1.786516854,208.279468,1.030418247,0.881771069
57.97101449,20.68539326,3.58490566,1.614912281,1.786516854,208.279468,1.231385673,0.777659256
68.84057971,20.68539326,3.58490566,1.614912281,1.786516854,208.279468,1.480326101,0.700549224
79.71014493,20.68539326,3.58490566,1.614912281,1.786516854,208.279468,1.677669325,0.639042369
90.57971014,20.68539326,3.58490566,1.614912281,1.786516854,208.279468,1.873574446,0.619491699
105.0724638,20.68539326,3.58490566,1.614912281,1.786516854,208.279468,2.019674411,0.60451563
115.942029,20.68539326,3.58490566,1.614912281,1.786516854,208.279468,0.532870916,0.909172452
130.4347826,20.68539326,3.58490566,1.614912281,1.786516854,208.279468,0.648056999,0.936383436
141.3043478,20.68539326,3.58490566,1.614912281,1.786516854,208.279468,0.762789496,0.951992148
144.9275362,20.68539326,3.58490566,1.614912281,1.786516854,208.279468,0.905140662,0.956494424
29.62962963,15.79775281,5.451388889,0.895541401,1.617977528,208.279468,1.102325005,0.959416426
44.44444444,15.79775281,5.451388889,0.895541401,1.617977528,208.279468,1.18614291,0.883194428
61.72839506,15.79775281,5.451388889,0.895541401,1.617977528,208.279468,1.325044228,0.774628311
69.13580247,15.79775281,5.451388889,0.895541401,1.617977528,208.279468,1.407962659,0.72936355
74.07407407,15.79775281,5.451388889,0.895541401,1.617977528,208.279468,1.518091741,0.7005948
91.35802469,15.79775281,5.451388889,0.895541401,1.617977528,208.279468,0.302108145,0.627011285
96.2962963,15.79775281,5.451388889,0.895541401,1.617977528,208.279468,0.49299475,0.620310575
103.7037037,15.79775281,5.451388889,0.895541401,1.617977528,208.279468,0.797453598,0.61221388
106.1728395,15.79775281,5.451388889,0.895541401,1.617977528,208.279468,1.053645717,0.610044077
113.5802469,15.79775281,5.451388889,0.895541401,1.617977528,208.279468,1.234156139,0.605143035
49.42965779,36.72916667,7.207792208,1.588288288,1.604166667,208.279468,1.611745652,0.796156178
60.8365019,36.72916667,7.207792208,1.588288288,1.604166667,208.279468,1.806459913,0.681297967
68.44106464,36.72916667,7.207792208,1.588288288,1.604166667,208.279468,2.003882629,0.641528877
76.04562738,36.72916667,7.207792208,1.588288288,1.604166667,208.279468,2.303574132,0.615586275
87.45247148,36.72916667,7.207792208,1.588288288,1.604166667,208.279468,2.504949696,0.889937086
98.85931559,36.72916667,7.207792208,1.588288288,1.604166667,208.279468,0.366228016,0.927066448
110.2661597,36.72916667,7.207792208,1.588288288,1.604166667,208.279468,0.600917001,0.952027008
117.8707224,36.72916667,7.207792208,1.588288288,1.604166667,208.279468,0.738635109,0.964153909
129.2775665,36.72916667,7.207792208,1.588288288,1.604166667,208.279468,0.945692442,0.9777468
45,18.53691275,6.554621849,0.88525641,1.597315436,208.279468,1.151529573,0.865437713
62.5,18.53691275,6.554621849,0.88525641,1.597315436,208.279468,1.287744511,0.738794373
70,18.53691275,6.554621849,0.88525641,1.597315436,208.279468,1.389357811,0.687359547
75,18.53691275,6.554621849,0.88525641,1.597315436,208.279468,1.557722295,0.655230347
92.5,18.53691275,6.554621849,0.88525641,1.597315436,208.279468,1.658190497,0.611828221
97.5,18.53691275,6.554621849,0.88525641,1.597315436,208.279468,1.791568214,0.606048547
105,18.53691275,6.554621849,0.88525641,1.597315436,208.279468,0.337918208,0.600245107
107.5,18.53691275,6.554621849,0.88525641,1.597315436,208.279468,0.57942797,0.5990872
115,18.53691275,6.554621849,0.88525641,1.597315436,208.279468,0.770418379,0.89834368
37.73584906,14.14912281,4.427807487,0.974033816,1.640350877,208.279468,1.005293588,0.928895753
70.75471698,14.14912281,4.427807487,0.974033816,1.640350877,208.279468,1.190782336,0.749966543
89.62264151,14.14912281,4.427807487,0.974033816,1.640350877,208.279468,1.374715728,0.656472306
99.05660377,14.14912281,4.427807487,0.974033816,1.640350877,208.279468,1.557493686,0.628233361
108.490566,14.14912281,4.427807487,0.974033816,1.640350877,208.279468,1.693994206,0.617786073
122.6415094,14.14912281,4.427807487,0.974033816,1.640350877,208.279468,1.875387773,0.607573786
141.509434,14.14912281,4.427807487,0.974033816,1.640350877,208.279468,2.011064555,0.905767194
150.9433962,14.14912281,4.427807487,0.974033816,1.640350877,208.279468,0.303175725,0.921000577
165.0943396,14.14912281,4.427807487,0.974033816,1.640350877,208.279468,0.446870622,0.940089356
37.31343284,13.44370861,4.16,0.975961538,1.655629139,208.279468,0.554168511,0.933923009
55.97014925,13.44370861,4.16,0.975961538,1.655629139,208.279468,0.695671273,0.841062324
70.89552239,13.44370861,4.16,0.975961538,1.655629139,208.279468,0.904769239,0.763274743
89.55223881,13.44370861,4.16,0.975961538,1.655629139,208.279468,1.111011506,0.674736927
104.4776119,13.44370861,4.16,0.975961538,1.655629139,208.279468,1.247374766,0.628012389
119.4029851,13.44370861,4.16,0.975961538,1.655629139,208.279468,1.383063479,0.614251662
134.3283582,13.44370861,4.16,0.975961538,1.655629139,208.279468,1.551939897,0.606892756
145.5223881,13.44370861,4.16,0.975961538,1.655629139,208.279468,1.619305026,0.605716652
160.4477612,13.44370861,4.16,0.975961538,1.655629139,208.279468,0.746997955,0.929923584
171.641791,13.44370861,4.16,0.975961538,1.655629139,208.279468,0.963745281,0.944405707
71.42857143,61.42,7.971014493,2.791818182,1.38,208.279468,1.203285845,0.64261942
89.28571429,61.42,7.971014493,2.791818182,1.38,208.279468,2.040262992,0.886122197
107.1428571,61.42,7.971014493,2.791818182,1.38,208.279468,2.678942166,0.937865757
125,61.42,7.971014493,2.791818182,1.38,208.279468,3.366835973,0.965302301
142.8571429,61.42,7.971014493,2.791818182,1.38,208.279468,4.092694122,0.980683146
160.7142857,61.42,7.971014493,2.791818182,1.38,208.279468,4.847134099,0.989793005
51.21293801,46.36842105,6.547619048,2.135757576,1.657894737,208.279468,0.52097087,0.781019133
61.99460916,46.36842105,6.547619048,2.135757576,1.657894737,208.279468,0.742712473,0.672099769
70.08086253,46.36842105,6.547619048,2.135757576,1.657894737,208.279468,0.992392211,0.638855625
80.86253369,46.36842105,6.547619048,2.135757576,1.657894737,208.279468,1.265015601,0.602165567
94.33962264,46.36842105,6.547619048,2.135757576,1.657894737,208.279468,1.556052275,0.912210536
105.1212938,46.36842105,6.547619048,2.135757576,1.657894737,208.279468,1.861554051,0.940423598
115.902965,46.36842105,6.547619048,2.135757576,1.657894737,208.279468,2.178187755,0.959802932
123.9892183,46.36842105,6.547619048,2.135757576,1.657894737,208.279468,2.421297479,0.970421536
50.31446541,41.23684211,5.611111111,2.216407355,1.657894737,208.279468,0.496827534,0.794074098
62.89308176,41.23684211,5.611111111,2.216407355,1.657894737,208.279468,0.746816785,0.671373809
75.47169811,41.23684211,5.611111111,2.216407355,1.657894737,208.279468,1.029563915,0.624643985
81.76100629,41.23684211,5.611111111,2.216407355,1.657894737,208.279468,1.180640062,0.606353519
100.6289308,41.23684211,5.611111111,2.216407355,1.657894737,208.279468,1.662271676,0.933103916
119.4968553,41.23684211,5.611111111,2.216407355,1.657894737,208.279468,2.172421312,0.969002011
144.6540881,41.23684211,5.611111111,2.216407355,1.657894737,208.279468,2.875370016,0.993288504
163.5220126,41.23684211,5.611111111,2.216407355,1.657894737,208.279468,3.409900307,1.003130356
182.3899371,41.23684211,5.611111111,2.216407355,1.657894737,208.279468,3.945976626,1.00936197
44.44444444,47.47674419,6.03649635,2.468561064,1.593023256,208.279468,0.599880814,1
55.55555556,47.47674419,6.03649635,2.468561064,1.593023256,208.279468,0.841228175,0.739329744
66.66666667,47.47674419,6.03649635,2.468561064,1.593023256,208.279468,1.111587002,0.657698182
77.77777778,47.47674419,6.03649635,2.468561064,1.593023256,208.279468,1.405961895,0.616219069
88.88888889,47.47674419,6.03649635,2.468561064,1.593023256,208.279468,1.719799263,0.896519379
100,47.47674419,6.03649635,2.468561064,1.593023256,208.279468,2.049100169,0.932393642
111.1111111,47.47674419,6.03649635,2.468561064,1.593023256,208.279468,2.564747301,0.956421279
127.7777778,47.47674419,6.03649635,2.468561064,1.593023256,208.279468,3.098510924,0.97906008
144.4444444,47.47674419,6.03649635,2.468561064,1.593023256,208.279468,3.643721915,0.99245936
161.1111111,47.47674419,6.03649635,2.468561064,1.593023256,208.279468,0.56513128,1.000760907
54.44126074,41,4.491525424,2.655974843,1.718446602,289.7797674,0.777663086,0.903654663
65.9025788,41,4.491525424,2.655974843,1.718446602,289.7797674,1.098379141,0.819517615
74.49856734,41,4.491525424,2.655974843,1.718446602,289.7797674,1.361942907,0.747639004
85.95988539,41,4.491525424,2.655974843,1.718446602,289.7797674,1.737478571,0.652784792
100.286533,41,4.491525424,2.655974843,1.718446602,289.7797674,2.235912802,0.548645559
111.747851,41,4.491525424,2.655974843,1.718446602,289.7797674,2.651034912,0.480152311
123.2091691,41,4.491525424,2.655974843,1.718446602,289.7797674,3.076030394,0.423840948
131.8051576,41,4.491525424,2.655974843,1.718446602,289.7797674,3.39928009,0.388390302
66.66666667,57.89230769,7.38317757,2.38164557,1.646153846,289.7797674,1.206462462,0.78985147
75.36231884,57.89230769,7.38317757,2.38164557,1.646153846,289.7797674,1.514001265,0.707741427
86.95652174,57.89230769,7.38317757,2.38164557,1.646153846,289.7797674,1.963092213,0.602461871
101.4492754,57.89230769,7.38317757,2.38164557,1.646153846,289.7797674,2.577427107,0.49123034
113.0434783,57.89230769,7.38317757,2.38164557,1.646153846,289.7797674,3.103466638,0.420607742
124.6376812,57.89230769,7.38317757,2.38164557,1.646153846,289.7797674,3.65408267,0.364074962
133.3333333,57.89230769,7.38317757,2.38164557,1.646153846,289.7797674,4.080200565,0.329211854
34.48275862,26.76190476,3.552631579,2.081481481,1.80952381,289.7797674,0.27937587,0.985184454
45.0928382,26.76190476,3.552631579,2.081481481,1.80952381,289.7797674,0.469481422,0.957577103
53.05039788,26.76190476,3.552631579,2.081481481,1.80952381,289.7797674,0.631282546,0.92447706
61.00795756,26.76190476,3.552631579,2.081481481,1.80952381,289.7797674,0.864424586,0.882045823
71.61803714,26.76190476,3.552631579,2.081481481,1.80952381,289.7797674,1.048019826,0.816229375
84.8806366,26.76190476,3.552631579,2.081481481,1.80952381,289.7797674,1.29987956,0.730174667
95.49071618,26.76190476,3.552631579,2.081481481,1.80952381,289.7797674,1.620776393,0.665162294
103.4482759,26.76190476,3.552631579,2.081481481,1.80952381,289.7797674,1.879464507,0.620491713
114.0583554,26.76190476,3.552631579,2.081481481,1.80952381,289.7797674,2.138405726,0.5670198
122.0159151,26.76190476,3.552631579,2.081481481,1.80952381,289.7797674,2.332302006,0.531380267
52.63157895,40.14689266,5.286624204,2.140361446,1.774011299,289.7797674,0.67968484,0.911078711
63.15789474,40.14689266,5.286624204,2.140361446,1.774011299,289.7797674,0.960036155,0.83679333
71.05263158,40.14689266,5.286624204,2.140361446,1.774011299,289.7797674,1.190443863,0.772355747
78.94736842,40.14689266,5.286624204,2.140361446,1.774011299,289.7797674,1.518758949,0.706522641
92.10526316,40.14689266,5.286624204,2.140361446,1.774011299,289.7797674,1.95455245,0.604269392
102.6315789,40.14689266,5.286624204,2.140361446,1.774011299,289.7797674,2.317528293,0.533970086
113.1578947,40.14689266,5.286624204,2.140361446,1.774011299,289.7797674,2.689155968,0.474580988
121.0526316,40.14689266,5.286624204,2.140361446,1.774011299,289.7797674,2.971824965,0.436535622
55.3633218,41.2,7.6875,1.674796748,1.6,289.7797674,0.352384372,0.884350613
65.74394464,41.2,7.6875,1.674796748,1.6,289.7797674,0.581281261,0.80060932
79.58477509,41.2,7.6875,1.674796748,1.6,289.7797674,0.855393882,0.678711086
89.96539792,41.2,7.6875,1.674796748,1.6,289.7797674,1.167262365,0.594098654
103.8062284,41.2,7.6875,1.674796748,1.6,289.7797674,1.278358847,0.499103964
121.1072664,41.2,7.6875,1.674796748,1.6,289.7797674,1.629594094,0.40853203
134.9480969,41.2,7.6875,1.674796748,1.6,289.7797674,2.003083044,0.353988911
148.7889273,41.2,7.6875,1.674796748,1.6,289.7797674,2.393602442,0.311156066
159.1695502,41.2,7.6875,1.674796748,1.6,289.7797674,2.661250521,0.284869815
48.63221884,35.68,5.223880597,1.911428571,1.786666667,289.7797674,3.071023105,0.933992097
57.75075988,35.68,5.223880597,1.911428571,1.786666667,289.7797674,0.644033259,0.879648932
69.90881459,35.68,5.223880597,1.911428571,1.786666667,289.7797674,0.87376913,0.788767527
79.02735562,35.68,5.223880597,1.911428571,1.786666667,289.7797674,1.123566373,0.716642565
91.18541033,35.68,5.223880597,1.911428571,1.786666667,289.7797674,1.388517202,0.626305084
106.3829787,35.68,5.223880597,1.911428571,1.786666667,289.7797674,1.758508798,0.530840749
118.5410334,35.68,5.223880597,1.911428571,1.786666667,289.7797674,2.044563537,0.469052455
130.6990881,35.68,5.223880597,1.911428571,1.786666667,289.7797674,2.43309389,0.418351567
139.8176292,35.68,5.223880597,1.911428571,1.786666667,289.7797674,2.727750316,0.386320061
54.42176871,42.63636364,7.529411765,1.83203125,1.545454545,289.7797674,2.826351344,0.89293124
64.62585034,42.63636364,7.529411765,1.83203125,1.545454545,289.7797674,0.555703847,0.811916622
78.23129252,42.63636364,7.529411765,1.83203125,1.545454545,289.7797674,0.82134216,0.690431157
88.43537415,42.63636364,7.529411765,1.83203125,1.545454545,289.7797674,1.126088245,0.604307294
102.0408163,42.63636364,7.529411765,1.83203125,1.545454545,289.7797674,1.235254174,0.506474789
119.047619,42.63636364,7.529411765,1.83203125,1.545454545,289.7797674,1.582329936,0.412599278
132.6530612,42.63636364,7.529411765,1.83203125,1.545454545,289.7797674,1.954373762,0.356014895
146.2585034,42.63636364,7.529411765,1.83203125,1.545454545,289.7797674,2.346298703,0.311657326
156.462585,42.63636364,7.529411765,1.83203125,1.545454545,289.7797674,2.616445416,0.284504325
52.45901639,33.73049645,5.327868852,1.829230769,1.730496454,289.7797674,3.032181616,0.913349746
62.29508197,33.73049645,5.327868852,1.829230769,1.730496454,289.7797674,0.506415027,0.848004977
75.40983607,33.73049645,5.327868852,1.829230769,1.730496454,289.7797674,0.73683648,0.74660974
85.24590164,33.73049645,5.327868852,1.829230769,1.730496454,289.7797674,0.993689532,0.671243593
98.36065574,33.73049645,5.327868852,1.829230769,1.730496454,289.7797674,1.083980607,0.581364613
114.7540984,33.73049645,5.327868852,1.829230769,1.730496454,289.7797674,1.365788798,0.490222544
127.8688525,33.73049645,5.327868852,1.829230769,1.730496454,289.7797674,1.660174499,0.432657259
140.9836066,33.73049645,5.327868852,1.829230769,1.730496454,289.7797674,1.963178946,0.385974053
150.8196721,33.73049645,5.327868852,1.829230769,1.730496454,289.7797674,2.16847319,0.356653618
55.81395349,53.28440367,6.907894737,2.765714286,1.394495413,289.7797674,2.479668745,0.891317773
65.11627907,53.28440367,6.907894737,2.765714286,1.394495413,289.7797674,0.827800626,0.816277677
74.41860465,53.28440367,6.907894737,2.765714286,1.394495413,289.7797674,1.110195841,0.730548366
83.72093023,53.28440367,6.907894737,2.765714286,1.394495413,289.7797674,1.4262791,0.644563385
93.02325581,53.28440367,6.907894737,2.765714286,1.394495413,289.7797674,1.77276175,0.565482938
106.9767442,53.28440367,6.907894737,2.765714286,1.394495413,289.7797674,2.146374798,0.465806147
120.9302326,53.28440367,6.907894737,2.765714286,1.394495413,289.7797674,2.75077981,0.388399061
134.8837209,53.28440367,6.907894737,2.765714286,1.394495413,289.7797674,3.3991936,0.32901975
66.03773585,53.37755102,6.711409396,2.6155,1.520408163,289.7797674,4.082783363,0.803986142
75.47169811,53.37755102,6.711409396,2.6155,1.520408163,289.7797674,1.154967136,0.716457684
