Lb/ry,h/tw,B/2t,h/B,tf/tw,E/Fy,Mp/Mcr,Mn/Mp
84.90566038,53.37755102,6.711409396,2.6155,1.520408163,289.7797674,1.480192811,0.630361674
108.490566,53.37755102,6.711409396,2.6155,1.520408163,289.7797674,1.835070319,0.45512387
136.7924528,53.37755102,6.711409396,2.6155,1.520408163,289.7797674,2.215958452,0.32298836
53.0726257,45.92771084,5,2.412658228,1.903614458,289.7797674,2.828565217,0.906100666
64.24581006,45.92771084,5,2.412658228,1.903614458,289.7797674,3.481395268,0.823214023
72.62569832,45.92771084,5,2.412658228,1.903614458,289.7797674,4.165351558,0.751906211
83.79888268,45.92771084,5,2.412658228,1.903614458,289.7797674,0.767494627,0.657243489
97.76536313,45.92771084,5,2.412658228,1.903614458,289.7797674,1.084883799,0.552747114
108.9385475,45.92771084,5,2.412658228,1.903614458,289.7797674,1.346033506,0.483782975
120.1117318,45.92771084,5,2.412658228,1.903614458,289.7797674,1.718570525,0.426987326
128.4916201,45.92771084,5,2.412658228,1.903614458,289.7797674,2.213713464,0.391200882
54.38066465,10.10077519,3.115942029,1.010077519,1.604651163,289.7797674,2.626596164,0.968142693
75.52870091,10.10077519,3.115942029,1.010077519,1.604651163,289.7797674,3.049688345,0.927804402
90.63444109,10.10077519,3.115942029,1.010077519,1.604651163,289.7797674,3.371711934,0.892189509
117.8247734,10.10077519,3.115942029,1.010077519,1.604651163,289.7797674,0.425899402,0.820925578
178.2477341,10.10077519,3.115942029,1.010077519,1.604651163,289.7797674,0.611723854,0.66594631
196.3746224,10.10077519,3.115942029,1.010077519,1.604651163,289.7797674,0.763955573,0.625340851
208.4592145,10.10077519,3.115942029,1.010077519,1.604651163,289.7797674,0.854398033,0.600099938
220.5438066,10.10077519,3.115942029,1.010077519,1.604651163,289.7797674,0.974182039,0.576303358
235.6495468,10.10077519,3.115942029,1.010077519,1.604651163,289.7797674,1.182158235,0.548516914
247.734139,10.10077519,3.115942029,1.010077519,1.604651163,289.7797674,1.359246621,0.527778189
45.58404558,35.90361446,5.033333333,1.973509934,1.807228916,289.7797674,1.418096965,0.948902389
54.13105413,35.90361446,5.033333333,1.973509934,1.807228916,289.7797674,1.564913292,0.90407928
65.52706553,35.90361446,5.033333333,1.973509934,1.807228916,289.7797674,1.711367659,0.824367759
74.07407407,35.90361446,5.033333333,1.973509934,1.807228916,289.7797674,0.569591523,0.757286098
85.47008547,35.90361446,5.033333333,1.973509934,1.807228916,289.7797674,0.775903818,0.669080185
99.71509972,35.90361446,5.033333333,1.973509934,1.807228916,289.7797674,1.080667996,0.571612028
111.1111111,35.90361446,5.033333333,1.973509934,1.807228916,289.7797674,1.326051932,0.506665946
122.5071225,35.90361446,5.033333333,1.973509934,1.807228916,289.7797674,1.669105517,0.452535278
131.0541311,35.90361446,5.033333333,1.973509934,1.807228916,289.7797674,2.114787224,0.41803407
53.37078652,45.52447552,6.826086957,2.073248408,1.608391608,289.7797674,2.479400704,0.901087639
64.60674157,45.52447552,6.826086957,2.073248408,1.608391608,289.7797674,2.847895276,0.813051792
73.03370787,45.52447552,6.826086957,2.073248408,1.608391608,289.7797674,3.125578219,0.737620854
84.26966292,45.52447552,6.826086957,2.073248408,1.608391608,289.7797674,0.788247607,0.638359168
98.31460674,45.52447552,6.826086957,2.073248408,1.608391608,289.7797674,1.121952675,0.530277695
109.5505618,45.52447552,6.826086957,2.073248408,1.608391608,289.7797674,1.399527182,0.459928438
120.7865169,45.52447552,6.826086957,2.073248408,1.608391608,289.7797674,1.79976324,0.402633455
129.2134831,45.52447552,6.826086957,2.073248408,1.608391608,289.7797674,2.338626736,0.366851622
40.6779661,29.09722222,5.434782609,1.676,1.597222222,289.7797674,2.79319123,0.968053352
54.23728814,29.09722222,5.434782609,1.676,1.597222222,289.7797674,3.263203743,0.90699635
64.40677966,29.09722222,5.434782609,1.676,1.597222222,289.7797674,3.623407631,0.840486184
77.96610169,29.09722222,5.434782609,1.676,1.597222222,289.7797674,0.326646629,0.740296565
88.13559322,29.09722222,5.434782609,1.676,1.597222222,289.7797674,0.529257938,0.667193319
101.6949153,29.09722222,5.434782609,1.676,1.597222222,289.7797674,0.763749943,0.580713881
118.6440678,29.09722222,5.434782609,1.676,1.597222222,289.7797674,1.021512947,0.493124802
132.2033898,29.09722222,5.434782609,1.676,1.597222222,289.7797674,1.111338868,0.437572579
145.7627119,29.09722222,5.434782609,1.676,1.597222222,289.7797674,1.389454972,0.392263854
155.9322034,29.09722222,5.434782609,1.676,1.597222222,289.7797674,1.676921933,0.363649014
43.47826087,20.68539326,3.58490566,1.614912281,1.786516854,289.7797674,1.970204552,0.966590978
57.97101449,20.68539326,3.58490566,1.614912281,1.786516854,289.7797674,2.167701532,0.914121585
68.84057971,20.68539326,3.58490566,1.614912281,1.786516854,289.7797674,2.465584141,0.861883544
83.33333333,20.68539326,3.58490566,1.614912281,1.786516854,289.7797674,0.467220522,0.78537411
94.20289855,20.68539326,3.58490566,1.614912281,1.786516854,289.7797674,0.73352229,0.728615717
108.6956522,20.68539326,3.58490566,1.614912281,1.786516854,289.7797674,0.941763084,0.658509453
126.8115942,20.68539326,3.58490566,1.614912281,1.786516854,289.7797674,1.152442499,0.58256561
141.3043478,20.68539326,3.58490566,1.614912281,1.786516854,289.7797674,1.36342606,0.531058479
155.7971014,20.68539326,3.58490566,1.614912281,1.786516854,289.7797674,1.64352785,0.486772009
166.6666667,20.68539326,3.58490566,1.614912281,1.786516854,289.7797674,1.852204527,0.457637426
61.72839506,15.79775281,5.451388889,0.895541401,1.617977528,289.7797674,2.128424075,0.912286676
71.60493827,15.79775281,5.451388889,0.895541401,1.617977528,289.7797674,2.334145711,0.872431173
81.48148148,15.79775281,5.451388889,0.895541401,1.617977528,289.7797674,2.402463832,0.829668863
93.82716049,15.79775281,5.451388889,0.895541401,1.617977528,289.7797674,0.241386192,0.775392897
111.1111111,15.79775281,5.451388889,0.895541401,1.617977528,289.7797674,0.463495679,0.702716249
118.5185185,15.79775281,5.451388889,0.895541401,1.617977528,289.7797674,0.741384697,0.673648747
130.8641975,15.79775281,5.451388889,0.895541401,1.617977528,289.7797674,0.861610633,0.628463208
138.2716049,15.79775281,5.451388889,0.895541401,1.617977528,289.7797674,0.941633563,0.60334779
148.1481481,15.79775281,5.451388889,0.895541401,1.617977528,289.7797674,1.219855983,0.572133167
38.02281369,36.72916667,7.207792208,1.588288288,1.604166667,289.7797674,1.298721915,0.973494265
49.42965779,36.72916667,7.207792208,1.588288288,1.604166667,289.7797674,1.4164951,0.924937598
64.63878327,36.72916667,7.207792208,1.588288288,1.604166667,289.7797674,1.455617322,0.816468737
76.04562738,36.72916667,7.207792208,1.588288288,1.604166667,289.7797674,1.572599167,0.720160569
83.65019011,36.72916667,7.207792208,1.588288288,1.604166667,289.7797674,0.685904883,0.657595426
98.85931559,36.72916667,7.207792208,1.588288288,1.604166667,289.7797674,0.997347866,0.547451201
106.4638783,36.72916667,7.207792208,1.588288288,1.604166667,289.7797674,1.225205048,0.501232388
114.0684411,36.72916667,7.207792208,1.588288288,1.604166667,289.7797674,1.465940035,0.460639972
125.4752852,36.72916667,7.207792208,1.588288288,1.604166667,289.7797674,1.84588284,0.409022848
133.0798479,36.72916667,7.207792208,1.588288288,1.604166667,289.7797674,2.242425933,0.379869493
45,18.53691275,6.554621849,0.88525641,1.597315436,289.7797674,2.650265756,0.959701046
62.5,18.53691275,6.554621849,0.88525641,1.597315436,289.7797674,2.926439442,0.889245285
72.5,18.53691275,6.554621849,0.88525641,1.597315436,289.7797674,3.344888518,0.838817445
87.5,18.53691275,6.554621849,0.88525641,1.597315436,289.7797674,0.509533994,0.760069675
102.5,18.53691275,6.554621849,0.88525641,1.597315436,289.7797674,0.836057392,0.685496325
112.5,18.53691275,6.554621849,0.88525641,1.597315436,289.7797674,0.979651701,0.640217136
120,18.53691275,6.554621849,0.88525641,1.597315436,289.7797674,1.075707318,0.608861438
132.5,18.53691275,6.554621849,0.88525641,1.597315436,289.7797674,1.411463502,0.561484527
140,18.53691275,6.554621849,0.88525641,1.597315436,289.7797674,1.506932727,0.535820102
150,18.53691275,6.554621849,0.88525641,1.597315436,289.7797674,1.649614882,0.504538568
47.16981132,14.14912281,4.427807487,0.974033816,1.640350877,289.7797674,1.697030603,0.96613441
70.75471698,14.14912281,4.427807487,0.974033816,1.640350877,289.7797674,1.838838889,0.896696795
89.62264151,14.14912281,4.427807487,0.974033816,1.640350877,289.7797674,0.338079867,0.826769647
113.2075472,14.14912281,4.427807487,0.974033816,1.640350877,289.7797674,0.806159647,0.737848938
132.0754717,14.14912281,4.427807487,0.974033816,1.640350877,289.7797674,1.071885102,0.672078012
150.9433962,14.14912281,4.427807487,0.974033816,1.640350877,289.7797674,1.203251212,0.613250106
169.8113208,14.14912281,4.427807487,0.974033816,1.640350877,289.7797674,1.333728143,0.561545086
183.9622642,14.14912281,4.427807487,0.974033816,1.640350877,289.7797674,1.528015785,0.527119894
202.8301887,14.14912281,4.427807487,0.974033816,1.640350877,289.7797674,1.78492352,0.486391088
216.9811321,14.14912281,4.427807487,0.974033816,1.640350877,289.7797674,1.91264558,0.459270212
44.7761194,13.44370861,4.16,0.975961538,1.655629139,289.7797674,2.103496862,0.973287748
59.70149254,13.44370861,4.16,0.975961538,1.655629139,289.7797674,0.323211667,0.938625073
70.89552239,13.44370861,4.16,0.975961538,1.655629139,289.7797674,0.571736776,0.905255855
85.82089552,13.44370861,4.16,0.975961538,1.655629139,289.7797674,0.771016096,0.854928778
108.2089552,13.44370861,4.16,0.975961538,1.655629139,289.7797674,1.016715777,0.775533838
130.5970149,13.44370861,4.16,0.975961538,1.655629139,289.7797674,1.210637095,0.699645093
145.5223881,13.44370861,4.16,0.975961538,1.655629139,289.7797674,1.402689069,0.653255331
160.4477612,13.44370861,4.16,0.975961538,1.655629139,289.7797674,1.593285012,0.610742698
179.1044776,13.44370861,4.16,0.975961538,1.655629139,289.7797674,1.735475768,0.563019379
186.5671642,13.44370861,4.16,0.975961538,1.655629139,289.7797674,1.924259828,0.54553114
62.5,61.42,7.971014493,2.791818182,1.38,289.7797674,2.065353532,0.83565592
71.42857143,61.42,7.971014493,2.791818182,1.38,289.7797674,1.340861326,0.753296659
80.35714286,61.42,7.971014493,2.791818182,1.38,289.7797674,2.036559821,0.667865439
107.1428571,61.42,7.971014493,2.791818182,1.38,289.7797674,2.838623226,0.453773728
125,61.42,7.971014493,2.791818182,1.38,289.7797674,3.727219227,0.357609981
142.8571429,61.42,7.971014493,2.791818182,1.38,289.7797674,4.684287677,0.289431529
160.7142857,61.42,7.971014493,2.791818182,1.38,289.7797674,5.694176015,0.240295194
178.5714286,61.42,7.971014493,2.791818182,1.38,289.7797674,0.724828131,0.203973963
51.21293801,46.36842105,6.547619048,2.135757576,1.657894737,289.7797674,1.033337802,0.916134983
61.99460916,46.36842105,6.547619048,2.135757576,1.657894737,289.7797674,1.290617956,0.83727688
72.77628032,46.36842105,6.547619048,2.135757576,1.657894737,289.7797674,1.662559213,0.742623072
83.55795148,46.36842105,6.547619048,2.135757576,1.657894737,289.7797674,2.164939591,0.647517593
94.33962264,46.36842105,6.547619048,2.135757576,1.657894737,289.7797674,2.58998501,0.561927151
105.1212938,46.36842105,6.547619048,2.135757576,1.657894737,289.7797674,3.030518308,0.489309918
115.902965,46.36842105,6.547619048,2.135757576,1.657894737,289.7797674,3.368757502,0.429303397
123.9892183,46.36842105,6.547619048,2.135757576,1.657894737,289.7797674,0.691237445,0.391504297
50.31446541,41.23684211,5.611111111,2.216407355,1.657894737,289.7797674,1.039048142,0.923752778
62.89308176,41.23684211,5.611111111,2.216407355,1.657894737,289.7797674,1.432434961,0.835724482
75.47169811,41.23684211,5.611111111,2.216407355,1.657894737,289.7797674,1.6426276,0.728928226
81.76100629,41.23684211,5.611111111,2.216407355,1.657894737,289.7797674,2.312722922,0.675517145
100.6289308,41.23684211,5.611111111,2.216407355,1.657894737,289.7797674,3.022495442,0.534816817
119.4968553,41.23684211,5.611111111,2.216407355,1.657894737,289.7797674,4.000509809,0.43027936
144.6540881,41.23684211,5.611111111,2.216407355,1.657894737,289.7797674,4.744203197,0.33524499
163.5220126,41.23684211,5.611111111,2.216407355,1.657894737,289.7797674,5.490047579,0.285983206
182.3899371,41.23684211,5.611111111,2.216407355,1.657894737,289.7797674,0.63454353,0.248873269
55.55555556,47.47674419,6.03649635,2.468561064,1.593023256,289.7797674,0.834615742,0.889607923
66.66666667,47.47674419,6.03649635,2.468561064,1.593023256,289.7797674,1.170402955,0.799746867
77.77777778,47.47674419,6.03649635,2.468561064,1.593023256,289.7797674,1.546553897,0.699442086
88.88888889,47.47674419,6.03649635,2.468561064,1.593023256,289.7797674,1.956118454,0.603937361
100,47.47674419,6.03649635,2.468561064,1.593023256,289.7797674,2.392761203,0.520989567
111.1111111,47.47674419,6.03649635,2.468561064,1.593023256,289.7797674,2.850918413,0.452132761
127.7777778,47.47674419,6.03649635,2.468561064,1.593023256,289.7797674,3.568339614,0.371936077
144.4444444,47.47674419,6.03649635,2.468561064,1.593023256,289.7797674,4.310966335,0.312847987
161.1111111,47.47674419,6.03649635,2.468561064,1.593023256,289.7797674,5.069519811,0.268561525
