Lb/ry,h/tw,B/2t,h/B,tf/tw,E/Fy,Mp/Mcr,Mn/Mp (Formula),Mn/Mp (FEM)
69.90881459,35.68,5.223880597,1.911428571,1.786666667,289.7797674,0.87376913,0.788767527,0.796790836
79.02735562,35.68,5.223880597,1.911428571,1.786666667,289.7797674,1.123566373,0.716642565,0.677061512
91.18541033,35.68,5.223880597,1.911428571,1.786666667,289.7797674,1.388517202,0.626305084,0.558879651
106.3829787,35.68,5.223880597,1.911428571,1.786666667,289.7797674,1.758508798,0.530840749,0.512745228
118.5410334,35.68,5.223880597,1.911428571,1.786666667,289.7797674,2.044563537,0.469052455,0.428498091
130.6990881,35.68,5.223880597,1.911428571,1.786666667,289.7797674,2.43309389,0.418351567,0.40237835
139.8176292,35.68,5.223880597,1.911428571,1.786666667,289.7797674,2.727750316,0.386320061,0.300257186
54.42176871,42.63636364,7.529411765,1.83203125,1.545454545,289.7797674,2.826351344,0.89293124,0.900663478
64.62585034,42.63636364,7.529411765,1.83203125,1.545454545,289.7797674,0.555703847,0.811916622,0.86727981
78.23129252,42.63636364,7.529411765,1.83203125,1.545454545,289.7797674,0.82134216,0.690431157,0.783786695
88.43537415,42.63636364,7.529411765,1.83203125,1.545454545,289.7797674,1.126088245,0.604307294,0.686119567
102.0408163,42.63636364,7.529411765,1.83203125,1.545454545,289.7797674,1.235254174,0.506474789,0.436362768
119.047619,42.63636364,7.529411765,1.83203125,1.545454545,289.7797674,1.582329936,0.412599278,0.341600944
132.6530612,42.63636364,7.529411765,1.83203125,1.545454545,289.7797674,1.954373762,0.356014895,0.32562985
146.2585034,42.63636364,7.529411765,1.83203125,1.545454545,289.7797674,2.346298703,0.311657326,0.242635677
156.462585,42.63636364,7.529411765,1.83203125,1.545454545,289.7797674,2.616445416,0.284504325,0.250511312
52.45901639,33.73049645,5.327868852,1.829230769,1.730496454,289.7797674,3.032181616,0.913349746,0.960982689
62.29508197,33.73049645,5.327868852,1.829230769,1.730496454,289.7797674,0.506415027,0.848004977,0.916972154
75.40983607,33.73049645,5.327868852,1.829230769,1.730496454,289.7797674,0.73683648,0.74660974,0.803607939
85.24590164,33.73049645,5.327868852,1.829230769,1.730496454,289.7797674,0.993689532,0.671243593,0.737585533
98.36065574,33.73049645,5.327868852,1.829230769,1.730496454,289.7797674,1.083980607,0.581364613,0.542062284
114.7540984,33.73049645,5.327868852,1.829230769,1.730496454,289.7797674,1.365788798,0.490222544,0.462885666
127.8688525,33.73049645,5.327868852,1.829230769,1.730496454,289.7797674,1.660174499,0.432657259,0.385867171
140.9836066,33.73049645,5.327868852,1.829230769,1.730496454,289.7797674,1.963178946,0.385974053,0.363554715
150.8196721,33.73049645,5.327868852,1.829230769,1.730496454,289.7797674,2.16847319,0.356653618,0.32212706
55.81395349,53.28440367,6.907894737,2.765714286,1.394495413,289.7797674,2.479668745,0.891317773,0.766173454
65.11627907,53.28440367,6.907894737,2.765714286,1.394495413,289.7797674,0.827800626,0.816277677,0.848765338
74.41860465,53.28440367,6.907894737,2.765714286,1.394495413,289.7797674,1.110195841,0.730548366,0.677058918
83.72093023,53.28440367,6.907894737,2.765714286,1.394495413,289.7797674,1.4262791,0.644563385,0.696362108
93.02325581,53.28440367,6.907894737,2.765714286,1.394495413,289.7797674,1.77276175,0.565482938,0.630525168
106.9767442,53.28440367,6.907894737,2.765714286,1.394495413,289.7797674,2.146374798,0.465806147,0.45457974
120.9302326,53.28440367,6.907894737,2.765714286,1.394495413,289.7797674,2.75077981,0.388399061,0.343299786
134.8837209,53.28440367,6.907894737,2.765714286,1.394495413,289.7797674,3.3991936,0.32901975,0.319215224
66.03773585,53.37755102,6.711409396,2.6155,1.520408163,289.7797674,4.082783363,0.803986142,0.784597062
75.47169811,53.37755102,6.711409396,2.6155,1.520408163,289.7797674,1.154967136,0.716457684,0.717325184
84.90566038,53.37755102,6.711409396,2.6155,1.520408163,289.7797674,1.480192811,0.630361674,0.633627029
108.490566,53.37755102,6.711409396,2.6155,1.520408163,289.7797674,1.835070319,0.45512387,0.487051044
136.7924528,53.37755102,6.711409396,2.6155,1.520408163,289.7797674,2.215958452,0.32298836,0.303080132
53.0726257,45.92771084,5,2.412658228,1.903614458,289.7797674,2.828565217,0.906100666,0.929476245
64.24581006,45.92771084,5,2.412658228,1.903614458,289.7797674,3.481395268,0.823214023,0.779992581
72.62569832,45.92771084,5,2.412658228,1.903614458,289.7797674,4.165351558,0.751906211,0.767434458
83.79888268,45.92771084,5,2.412658228,1.903614458,289.7797674,0.767494627,0.657243489,0.665654885
97.76536313,45.92771084,5,2.412658228,1.903614458,289.7797674,1.084883799,0.552747114,0.498393529
108.9385475,45.92771084,5,2.412658228,1.903614458,289.7797674,1.346033506,0.483782975,0.460095948
120.1117318,45.92771084,5,2.412658228,1.903614458,289.7797674,1.718570525,0.426987326,0.33379119
128.4916201,45.92771084,5,2.412658228,1.903614458,289.7797674,2.213713464,0.391200882,0.333563236
54.38066465,10.10077519,3.115942029,1.010077519,1.604651163,289.7797674,2.626596164,0.968142693,0.874492545
75.52870091,10.10077519,3.115942029,1.010077519,1.604651163,289.7797674,3.049688345,0.927804402,0.781029616
90.63444109,10.10077519,3.115942029,1.010077519,1.604651163,289.7797674,3.371711934,0.892189509,0.891930521
117.8247734,10.10077519,3.115942029,1.010077519,1.604651163,289.7797674,0.425899402,0.820925578,0.789305396
178.2477341,10.10077519,3.115942029,1.010077519,1.604651163,289.7797674,0.611723854,0.66594631,0.629373909
196.3746224,10.10077519,3.115942029,1.010077519,1.604651163,289.7797674,0.763955573,0.625340851,0.479180641
208.4592145,10.10077519,3.115942029,1.010077519,1.604651163,289.7797674,0.854398033,0.600099938,0.505852667
220.5438066,10.10077519,3.115942029,1.010077519,1.604651163,289.7797674,0.974182039,0.576303358,0.530325399
235.6495468,10.10077519,3.115942029,1.010077519,1.604651163,289.7797674,1.182158235,0.548516914,0.476939181
247.734139,10.10077519,3.115942029,1.010077519,1.604651163,289.7797674,1.359246621,0.527778189,0.404541775
45.58404558,35.90361446,5.033333333,1.973509934,1.807228916,289.7797674,1.418096965,0.948902389,0.992544949
54.13105413,35.90361446,5.033333333,1.973509934,1.807228916,289.7797674,1.564913292,0.90407928,0.89828101
65.52706553,35.90361446,5.033333333,1.973509934,1.807228916,289.7797674,1.711367659,0.824367759,0.817658305
74.07407407,35.90361446,5.033333333,1.973509934,1.807228916,289.7797674,0.569591523,0.757286098,0.765116436
85.47008547,35.90361446,5.033333333,1.973509934,1.807228916,289.7797674,0.775903818,0.669080185,0.631340078
99.71509972,35.90361446,5.033333333,1.973509934,1.807228916,289.7797674,1.080667996,0.571612028,0.516410484
111.1111111,35.90361446,5.033333333,1.973509934,1.807228916,289.7797674,1.326051932,0.506665946,0.540628064
122.5071225,35.90361446,5.033333333,1.973509934,1.807228916,289.7797674,1.669105517,0.452535278,0.358398366
131.0541311,35.90361446,5.033333333,1.973509934,1.807228916,289.7797674,2.114787224,0.41803407,0.336663351
53.37078652,45.52447552,6.826086957,2.073248408,1.608391608,289.7797674,2.479400704,0.901087639,0.872537198
64.60674157,45.52447552,6.826086957,2.073248408,1.608391608,289.7797674,2.847895276,0.813051792,0.818659349
73.03370787,45.52447552,6.826086957,2.073248408,1.608391608,289.7797674,3.125578219,0.737620854,0.793082027
84.26966292,45.52447552,6.826086957,2.073248408,1.608391608,289.7797674,0.788247607,0.638359168,0.675476701
98.31460674,45.52447552,6.826086957,2.073248408,1.608391608,289.7797674,1.121952675,0.530277695,0.447156543
109.5505618,45.52447552,6.826086957,2.073248408,1.608391608,289.7797674,1.399527182,0.459928438,0.359372825
120.7865169,45.52447552,6.826086957,2.073248408,1.608391608,289.7797674,1.79976324,0.402633455,0.382272385
129.2134831,45.52447552,6.826086957,2.073248408,1.608391608,289.7797674,2.338626736,0.366851622,0.279210298
40.6779661,29.09722222,5.434782609,1.676,1.597222222,289.7797674,2.79319123,0.968053352,1.019393684
54.23728814,29.09722222,5.434782609,1.676,1.597222222,289.7797674,3.263203743,0.90699635,0.786286903
64.40677966,29.09722222,5.434782609,1.676,1.597222222,289.7797674,3.623407631,0.840486184,0.771419355
77.96610169,29.09722222,5.434782609,1.676,1.597222222,289.7797674,0.326646629,0.740296565,0.748729819
88.13559322,29.09722222,5.434782609,1.676,1.597222222,289.7797674,0.529257938,0.667193319,0.697331435
101.6949153,29.09722222,5.434782609,1.676,1.597222222,289.7797674,0.763749943,0.580713881,0.562752802
118.6440678,29.09722222,5.434782609,1.676,1.597222222,289.7797674,1.021512947,0.493124802,0.440331677
132.2033898,29.09722222,5.434782609,1.676,1.597222222,289.7797674,1.111338868,0.437572579,0.420421491
145.7627119,29.09722222,5.434782609,1.676,1.597222222,289.7797674,1.389454972,0.392263854,0.317485046
155.9322034,29.09722222,5.434782609,1.676,1.597222222,289.7797674,1.676921933,0.363649014,0.325502761
43.47826087,20.68539326,3.58490566,1.614912281,1.786516854,289.7797674,1.970204552,0.966590978,1.007102049
57.97101449,20.68539326,3.58490566,1.614912281,1.786516854,289.7797674,2.167701532,0.914121585,0.840543218
68.84057971,20.68539326,3.58490566,1.614912281,1.786516854,289.7797674,2.465584141,0.861883544,0.813852611
83.33333333,20.68539326,3.58490566,1.614912281,1.786516854,289.7797674,0.467220522,0.78537411,0.790426789
94.20289855,20.68539326,3.58490566,1.614912281,1.786516854,289.7797674,0.73352229,0.728615717,0.663533968
108.6956522,20.68539326,3.58490566,1.614912281,1.786516854,289.7797674,0.941763084,0.658509453,0.571398117
126.8115942,20.68539326,3.58490566,1.614912281,1.786516854,289.7797674,1.152442499,0.58256561,0.536770495
141.3043478,20.68539326,3.58490566,1.614912281,1.786516854,289.7797674,1.36342606,0.531058479,0.455352375
155.7971014,20.68539326,3.58490566,1.614912281,1.786516854,289.7797674,1.64352785,0.486772009,0.434673661
166.6666667,20.68539326,3.58490566,1.614912281,1.786516854,289.7797674,1.852204527,0.457637426,0.455373133
61.72839506,15.79775281,5.451388889,0.895541401,1.617977528,289.7797674,2.128424075,0.912286676,0.896869122
71.60493827,15.79775281,5.451388889,0.895541401,1.617977528,289.7797674,2.334145711,0.872431173,0.930282092
81.48148148,15.79775281,5.451388889,0.895541401,1.617977528,289.7797674,2.402463832,0.829668863,0.775043199
93.82716049,15.79775281,5.451388889,0.895541401,1.617977528,289.7797674,0.241386192,0.775392897,0.745461922
111.1111111,15.79775281,5.451388889,0.895541401,1.617977528,289.7797674,0.463495679,0.702716249,0.649575007
118.5185185,15.79775281,5.451388889,0.895541401,1.617977528,289.7797674,0.741384697,0.673648747,0.694199213
130.8641975,15.79775281,5.451388889,0.895541401,1.617977528,289.7797674,0.861610633,0.628463208,0.531016179
138.2716049,15.79775281,5.451388889,0.895541401,1.617977528,289.7797674,0.941633563,0.60334779,0.557640041
148.1481481,15.79775281,5.451388889,0.895541401,1.617977528,289.7797674,1.219855983,0.572133167,0.481733228
38.02281369,36.72916667,7.207792208,1.588288288,1.604166667,289.7797674,1.298721915,0.973494265,1.046540053
49.42965779,36.72916667,7.207792208,1.588288288,1.604166667,289.7797674,1.4164951,0.924937598,0.849058281
64.63878327,36.72916667,7.207792208,1.588288288,1.604166667,289.7797674,1.455617322,0.816468737,0.821931569
76.04562738,36.72916667,7.207792208,1.588288288,1.604166667,289.7797674,1.572599167,0.720160569,0.73694999
83.65019011,36.72916667,7.207792208,1.588288288,1.604166667,289.7797674,0.685904883,0.657595426,0.713478205
98.85931559,36.72916667,7.207792208,1.588288288,1.604166667,289.7797674,0.997347866,0.547451201,0.576720611
106.4638783,36.72916667,7.207792208,1.588288288,1.604166667,289.7797674,1.225205048,0.501232388,0.472365442
114.0684411,36.72916667,7.207792208,1.588288288,1.604166667,289.7797674,1.465940035,0.460639972,0.447039604
125.4752852,36.72916667,7.207792208,1.588288288,1.604166667,289.7797674,1.84588284,0.409022848,0.455807077
133.0798479,36.72916667,7.207792208,1.588288288,1.604166667,289.7797674,2.242425933,0.379869493,0.345621127
45,18.53691275,6.554621849,0.88525641,1.597315436,289.7797674,2.650265756,0.959701046,0.779294651
62.5,18.53691275,6.554621849,0.88525641,1.597315436,289.7797674,2.926439442,0.889245285,0.957309683
72.5,18.53691275,6.554621849,0.88525641,1.597315436,289.7797674,3.344888518,0.838817445,0.888308424
87.5,18.53691275,6.554621849,0.88525641,1.597315436,289.7797674,0.509533994,0.760069675,0.791874248
102.5,18.53691275,6.554621849,0.88525641,1.597315436,289.7797674,0.836057392,0.685496325,0.677646246
112.5,18.53691275,6.554621849,0.88525641,1.597315436,289.7797674,0.979651701,0.640217136,0.655064892
120,18.53691275,6.554621849,0.88525641,1.597315436,289.7797674,1.075707318,0.608861438,0.478256142
132.5,18.53691275,6.554621849,0.88525641,1.597315436,289.7797674,1.411463502,0.561484527,0.523802609
140,18.53691275,6.554621849,0.88525641,1.597315436,289.7797674,1.506932727,0.535820102,0.463124359
150,18.53691275,6.554621849,0.88525641,1.597315436,289.7797674,1.649614882,0.504538568,0.397582935
47.16981132,14.14912281,4.427807487,0.974033816,1.640350877,289.7797674,1.697030603,0.96613441,0.936532827
70.75471698,14.14912281,4.427807487,0.974033816,1.640350877,289.7797674,1.838838889,0.896696795,0.920413908
89.62264151,14.14912281,4.427807487,0.974033816,1.640350877,289.7797674,0.338079867,0.826769647,0.808034459
113.2075472,14.14912281,4.427807487,0.974033816,1.640350877,289.7797674,0.806159647,0.737848938,0.666685853
132.0754717,14.14912281,4.427807487,0.974033816,1.640350877,289.7797674,1.071885102,0.672078012,0.615070037
150.9433962,14.14912281,4.427807487,0.974033816,1.640350877,289.7797674,1.203251212,0.613250106,0.566295576
169.8113208,14.14912281,4.427807487,0.974033816,1.640350877,289.7797674,1.333728143,0.561545086,0.530983879
183.9622642,14.14912281,4.427807487,0.974033816,1.640350877,289.7797674,1.528015785,0.527119894,0.392316281
202.8301887,14.14912281,4.427807487,0.974033816,1.640350877,289.7797674,1.78492352,0.486391088,0.42858926
216.9811321,14.14912281,4.427807487,0.974033816,1.640350877,289.7797674,1.91264558,0.459270212,0.368393257
44.7761194,13.44370861,4.16,0.975961538,1.655629139,289.7797674,2.103496862,0.973287748,0.950332609
59.70149254,13.44370861,4.16,0.975961538,1.655629139,289.7797674,0.323211667,0.938625073,0.968890656
70.89552239,13.44370861,4.16,0.975961538,1.655629139,289.7797674,0.571736776,0.905255855,0.865497022
85.82089552,13.44370861,4.16,0.975961538,1.655629139,289.7797674,0.771016096,0.854928778,0.888465951
108.2089552,13.44370861,4.16,0.975961538,1.655629139,289.7797674,1.016715777,0.775533838,0.778115151
130.5970149,13.44370861,4.16,0.975961538,1.655629139,289.7797674,1.210637095,0.699645093,0.656864653
145.5223881,13.44370861,4.16,0.975961538,1.655629139,289.7797674,1.402689069,0.653255331,0.614289724
160.4477612,13.44370861,4.16,0.975961538,1.655629139,289.7797674,1.593285012,0.610742698,0.549160688
179.1044776,13.44370861,4.16,0.975961538,1.655629139,289.7797674,1.735475768,0.563019379,0.510871621
186.5671642,13.44370861,4.16,0.975961538,1.655629139,289.7797674,1.924259828,0.54553114,0.430994787
62.5,61.42,7.971014493,2.791818182,1.38,289.7797674,2.065353532,0.83565592,0.783602447
71.42857143,61.42,7.971014493,2.791818182,1.38,289.7797674,1.340861326,0.753296659,0.744568932
80.35714286,61.42,7.971014493,2.791818182,1.38,289.7797674,2.036559821,0.667865439,0.655706589
107.1428571,61.42,7.971014493,2.791818182,1.38,289.7797674,2.838623226,0.453773728,0.413197306
125,61.42,7.971014493,2.791818182,1.38,289.7797674,3.727219227,0.357609981,0.322523283
142.8571429,61.42,7.971014493,2.791818182,1.38,289.7797674,4.684287677,0.289431529,0.267835674
160.7142857,61.42,7.971014493,2.791818182,1.38,289.7797674,5.694176015,0.240295194,0.205988317
178.5714286,61.42,7.971014493,2.791818182,1.38,289.7797674,0.724828131,0.203973963,0.152380494
51.21293801,46.36842105,6.547619048,2.135757576,1.657894737,289.7797674,1.033337802,0.916134983,1.01323627
61.99460916,46.36842105,6.547619048,2.135757576,1.657894737,289.7797674,1.290617956,0.83727688,0.916045701
72.77628032,46.36842105,6.547619048,2.135757576,1.657894737,289.7797674,1.662559213,0.742623072,0.721269633
83.55795148,46.36842105,6.547619048,2.135757576,1.657894737,289.7797674,2.164939591,0.647517593,0.655728062
94.33962264,46.36842105,6.547619048,2.135757576,1.657894737,289.7797674,2.58998501,0.561927151,0.54878967
105.1212938,46.36842105,6.547619048,2.135757576,1.657894737,289.7797674,3.030518308,0.489309918,0.494795487
115.902965,46.36842105,6.547619048,2.135757576,1.657894737,289.7797674,3.368757502,0.429303397,0.41061396
123.9892183,46.36842105,6.547619048,2.135757576,1.657894737,289.7797674,0.691237445,0.391504297,0.332948159
50.31446541,41.23684211,5.611111111,2.216407355,1.657894737,289.7797674,1.039048142,0.923752778,0.838256444
62.89308176,41.23684211,5.611111111,2.216407355,1.657894737,289.7797674,1.432434961,0.835724482,0.842061058
75.47169811,41.23684211,5.611111111,2.216407355,1.657894737,289.7797674,1.6426276,0.728928226,0.698582875
81.76100629,41.23684211,5.611111111,2.216407355,1.657894737,289.7797674,2.312722922,0.675517145,0.694996959
100.6289308,41.23684211,5.611111111,2.216407355,1.657894737,289.7797674,3.022495442,0.534816817,0.527426552
119.4968553,41.23684211,5.611111111,2.216407355,1.657894737,289.7797674,4.000509809,0.43027936,0.417464772
144.6540881,41.23684211,5.611111111,2.216407355,1.657894737,289.7797674,4.744203197,0.33524499,0.294525275
163.5220126,41.23684211,5.611111111,2.216407355,1.657894737,289.7797674,5.490047579,0.285983206,0.222633462
182.3899371,41.23684211,5.611111111,2.216407355,1.657894737,289.7797674,0.63454353,0.248873269,0.198204027
55.55555556,47.47674419,6.03649635,2.468561064,1.593023256,289.7797674,0.834615742,0.889607923,0.873961813
66.66666667,47.47674419,6.03649635,2.468561064,1.593023256,289.7797674,1.170402955,0.799746867,0.846921043
77.77777778,47.47674419,6.03649635,2.468561064,1.593023256,289.7797674,1.546553897,0.699442086,0.667974669
88.88888889,47.47674419,6.03649635,2.468561064,1.593023256,289.7797674,1.956118454,0.603937361,0.647236223
100,47.47674419,6.03649635,2.468561064,1.593023256,289.7797674,2.392761203,0.520989567,0.599638257
111.1111111,47.47674419,6.03649635,2.468561064,1.593023256,289.7797674,2.850918413,0.452132761,0.386099003
127.7777778,47.47674419,6.03649635,2.468561064,1.593023256,289.7797674,3.568339614,0.371936077,0.297169919
144.4444444,47.47674419,6.03649635,2.468561064,1.593023256,289.7797674,4.310966335,0.312847987,0.280979248
161.1111111,47.47674419,6.03649635,2.468561064,1.593023256,289.7797674,5.069519811,0.268561525,0.211524071
