Lb,d,bf,tw,tf,bf/2tf,h/tw,Zx*10^3,Iy*10^6,ry,J*10^3,Cw*10^9,E*10^3,Fy,G*10^3,Mp,Mcr,Lb/ry,h/tw,B/2t,h/B,tf/tw,E/Fy,Mp/Mcr
6400,417,406,30.0,48.0,4.23,9.7,7980,537,105.0,32900,18200,200,690,76.92,5506.2,12302.26,60.95,9.7,4.23,0.91,1.60,289.86,0.4475761435
6900,417,406,30.0,48.0,4.23,9.7,7980,537,105.0,32900,18200,200,690,76.92,5506.2,11203.82,65.71,9.7,4.23,0.91,1.60,289.86,0.4914575521
7400,417,406,30.0,48.0,4.23,9.7,7980,537,105.0,32900,18200,200,690,76.92,5506.2,10288.96,70.48,9.7,4.23,0.91,1.60,289.86,0.5351559721
7900,417,406,30.0,48.0,4.23,9.7,7980,537,105.0,32900,18200,200,690,76.92,5506.2,9515.39,75.24,9.7,4.23,0.91,1.60,289.86,0.5786628462
8400,417,406,30.0,48.0,4.23,9.7,7980,537,105.0,32900,18200,200,690,76.92,5506.2,8852.70,80.00,9.7,4.23,0.91,1.60,289.86,0.6219794247
30000,417,406,30.0,48.0,4.23,9.7,7980,537,105.0,32900,18200,200,690,76.92,5506.2,2279.44,285.71,9.7,4.23,0.91,1.60,289.86,2.415596297
6000,406,404,27.2,43.7,4.62,10.7,7140,479,104.0,24800,15800,200,690,76.92,4926.6,11181.73,57.69,10.7,4.62,0.90,1.61,289.86,0.4405935861
6500,406,404,27.2,43.7,4.62,10.7,7140,479,104.0,24800,15800,200,690,76.92,4926.6,10080.36,62.50,10.7,4.62,0.90,1.61,289.86,0.4887325881
7000,406,404,27.2,43.7,4.62,10.7,7140,479,104.0,24800,15800,200,690,76.92,4926.6,9178.70,67.31,10.7,4.62,0.90,1.61,289.86,0.5367426927
7500,406,404,27.2,43.7,4.62,10.7,7140,479,104.0,24800,15800,200,690,76.92,4926.6,8427.54,72.12,10.7,4.62,0.90,1.61,289.86,0.5845835737
8000,406,404,27.2,43.7,4.62,10.7,7140,479,104.0,24800,15800,200,690,76.92,4926.6,7792.35,76.92,10.7,4.62,0.90,1.61,289.86,0.6322357079
30000,406,404,27.2,43.7,4.62,10.7,7140,479,104.0,24800,15800,200,690,76.92,4926.6,1871.32,288.46,10.7,4.62,0.90,1.61,289.86,2.632693791
5700,399,401,24.9,39.6,5.06,11.6,6390,429,103.0,18600,13800,200,690,76.92,4409.1,10074.56,55.34,11.6,5.06,0.90,1.59,289.86,0.4376467512
6200,399,401,24.9,39.6,5.06,11.6,6390,429,103.0,18600,13800,200,690,76.92,4409.1,8993.35,60.19,11.6,5.06,0.90,1.59,289.86,0.4902623889
6700,399,401,24.9,39.6,5.06,11.6,6390,429,103.0,18600,13800,200,690,76.92,4409.1,8121.75,65.05,11.6,5.06,0.90,1.59,289.86,0.5428756994
7200,399,401,24.9,39.6,5.06,11.6,6390,429,103.0,18600,13800,200,690,76.92,4409.1,7405.32,69.90,11.6,5.06,0.90,1.59,289.86,0.5953959994
7700,399,401,24.9,39.6,5.06,11.6,6390,429,103.0,18600,13800,200,690,76.92,4409.1,6806.60,74.76,11.6,5.06,0.90,1.59,289.86,0.6477685116
30000,399,401,24.9,39.6,5.06,11.6,6390,429,103.0,18600,13800,200,690,76.92,4409.1,1535.94,291.26,11.6,5.06,0.90,1.59,289.86,2.870614628
5600,394,399,22.6,36.6,5.45,12.8,5820,388,103.0,14500,12300,200,690,76.92,4015.8,8899.18,54.37,12.8,5.45,0.90,1.62,289.86,0.4512553002
6100,394,399,22.6,36.6,5.45,12.8,5820,388,103.0,14500,12300,200,690,76.92,4015.8,7902.23,59.22,12.8,5.45,0.90,1.62,289.86,0.50818579
6600,394,399,22.6,36.6,5.45,12.8,5820,388,103.0,14500,12300,200,690,76.92,4015.8,7104.38,64.08,12.8,5.45,0.90,1.62,289.86,0.5652569938
7100,394,399,22.6,36.6,5.45,12.8,5820,388,103.0,14500,12300,200,690,76.92,4015.8,6452.83,68.93,12.8,5.45,0.90,1.62,289.86,0.6223317103
7600,394,399,22.6,36.6,5.45,12.8,5820,388,103.0,14500,12300,200,690,76.92,4015.8,5911.50,73.79,12.8,5.45,0.90,1.62,289.86,0.6793205015
30000,394,399,22.6,36.6,5.45,12.8,5820,388,103.0,14500,12300,200,690,76.92,4015.8,1291.62,291.26,12.8,5.45,0.90,1.62,289.86,3.109127099
5300,386,399,21.1,33.4,5.97,13.7,5240,349,102.0,11000,10900,200,690,76.92,3615.6,8237.06,51.96,13.7,5.97,0.88,1.58,289.86,0.4389432687
5800,386,399,21.1,33.4,5.97,13.7,5240,349,102.0,11000,10900,200,690,76.92,3615.6,7225.93,56.86,13.7,5.97,0.88,1.58,289.86,0.5003643655
6300,386,399,21.1,33.4,5.97,13.7,5240,349,102.0,11000,10900,200,690,76.92,3615.6,6430.48,61.76,13.7,5.97,0.88,1.58,289.86,0.5622597897
6800,386,399,21.1,33.4,5.97,13.7,5240,349,102.0,11000,10900,200,690,76.92,3615.6,5790.54,66.67,13.7,5.97,0.88,1.58,289.86,0.6243981078
7300,386,399,21.1,33.4,5.97,13.7,5240,349,102.0,11000,10900,200,690,76.92,3615.6,5265.81,71.57,13.7,5.97,0.88,1.58,289.86,0.6866177685
30000,386,399,21.1,33.4,5.97,13.7,5240,349,102.0,11000,10900,200,690,76.92,3615.6,1069.06,294.12,13.7,5.97,0.88,1.58,289.86,3.382026861
5200,381,396,18.9,30.3,6.54,15.3,4700,311,102.0,8200,9560,200,690,76.92,3243,7194.82,50.98,15.3,6.54,0.89,1.60,289.86,0.4507411014
5700,381,396,18.9,30.3,6.54,15.3,4700,311,102.0,8200,9560,200,690,76.92,3243,6267.87,55.88,15.3,6.54,0.89,1.60,289.86,0.5174008187
6200,381,396,18.9,30.3,6.54,15.3,4700,311,102.0,8200,9560,200,690,76.92,3243,5544.48,60.78,15.3,6.54,0.89,1.60,289.86,0.5849058411
6700,381,396,18.9,30.3,6.54,15.3,4700,311,102.0,8200,9560,200,690,76.92,3243,4966.77,65.69,15.3,6.54,0.89,1.60,289.86,0.6529389612
7200,381,396,18.9,30.3,6.54,15.3,4700,311,102.0,8200,9560,200,690,76.92,3243,4496.25,70.59,15.3,6.54,0.89,1.60,289.86,0.721267953
30000,381,396,18.9,30.3,6.54,15.3,4700,311,102.0,8200,9560,200,690,76.92,3243,873.44,294.12,15.3,6.54,0.89,1.60,289.86,3.712912547
5000,376,394,17.3,27.7,7.11,16.8,4260,282,101.0,6330,8510,200,690,76.92,2939.4,6654.34,49.50,16.8,7.11,0.88,1.60,289.86,0.4417266018
5500,376,394,17.3,27.7,7.11,16.8,4260,282,101.0,6330,8510,200,690,76.92,2939.4,5736.96,54.46,16.8,7.11,0.88,1.60,289.86,0.5123622157
6000,376,394,17.3,27.7,7.11,16.8,4260,282,101.0,6330,8510,200,690,76.92,2939.4,5030.13,59.41,16.8,7.11,0.88,1.60,289.86,0.5843582113
6500,376,394,17.3,27.7,7.11,16.8,4260,282,101.0,6330,8510,200,690,76.92,2939.4,4471.98,64.36,16.8,7.11,0.88,1.60,289.86,0.657292034
7000,376,394,17.3,27.7,7.11,16.8,4260,282,101.0,6330,8510,200,690,76.92,2939.4,4021.94,69.31,16.8,7.11,0.88,1.60,289.86,0.7308417701
30000,376,394,17.3,27.7,7.11,16.8,4260,282,101.0,6330,8510,200,690,76.92,2939.4,732.55,297.03,16.8,7.11,0.88,1.60,289.86,4.012545463
4700,373,373,16.4,26.1,7.15,17.7,3830,228,95.5,5120,6850,200,690,76.92,2642.7,5930.56,49.21,17.7,7.15,0.93,1.59,289.86,0.4456074649
5200,373,373,16.4,26.1,7.15,17.7,3830,228,95.5,5120,6850,200,690,76.92,2642.7,5052.95,54.45,17.7,7.15,0.93,1.59,289.86,0.5230009124
5700,373,373,16.4,26.1,7.15,17.7,3830,228,95.5,5120,6850,200,690,76.92,2642.7,4388.11,59.69,17.7,7.15,0.93,1.59,289.86,0.6022416633
6200,373,373,16.4,26.1,7.15,17.7,3830,228,95.5,5120,6850,200,690,76.92,2642.7,3870.49,64.92,17.7,7.15,0.93,1.59,289.86,0.6827818584
6700,373,373,16.4,26.1,7.15,17.7,3830,228,95.5,5120,6850,200,690,76.92,2642.7,3458.12,70.16,17.7,7.15,0.93,1.59,289.86,0.7642006265
30000,373,373,16.4,26.1,7.15,17.7,3830,228,95.5,5120,6850,200,690,76.92,2642.7,592.35,314.14,17.7,7.15,0.93,1.59,289.86,4.461407724
4500,368,373,15.0,23.9,7.80,19.3,3470,206,95.0,3900,6100,200,690,76.92,2394.3,5552.35,47.37,19.3,7.80,0.92,1.59,289.86,0.4312230437
5000,368,373,15.0,23.9,7.80,19.3,3470,206,95.0,3900,6100,200,690,76.92,2394.3,4670.94,52.63,19.3,7.80,0.92,1.59,289.86,0.5125953738
5500,368,373,15.0,23.9,7.80,19.3,3470,206,95.0,3900,6100,200,690,76.92,2394.3,4012.83,57.89,19.3,7.80,0.92,1.59,289.86,0.5966609243
6000,368,373,15.0,23.9,7.80,19.3,3470,206,95.0,3900,6100,200,690,76.92,2394.3,3506.92,63.16,19.3,7.80,0.92,1.59,289.86,0.6827362582
6500,368,373,15.0,23.9,7.80,19.3,3470,206,95.0,3900,6100,200,690,76.92,2394.3,3108.37,68.42,19.3,7.80,0.92,1.59,289.86,0.7702746846
30000,368,373,15.0,23.9,7.80,19.3,3470,206,95.0,3900,6100,200,690,76.92,2394.3,492.93,315.79,19.3,7.80,0.92,1.59,289.86,4.857291644
4450,363,371,13.3,21.8,8.49,21.7,3150,186,94.7,2960,5420,200,690,76.92,2173.5,4943.15,46.99,21.7,8.49,0.92,1.64,289.86,0.4396995128
4950,363,371,13.3,21.8,8.49,21.7,3150,186,94.7,2960,5420,200,690,76.92,2173.5,4133.14,52.27,21.7,8.49,0.92,1.64,289.86,0.5258712668
5450,363,371,13.3,21.8,8.49,21.7,3150,186,94.7,2960,5420,200,690,76.92,2173.5,3531.38,57.55,21.7,8.49,0.92,1.64,289.86,0.6154819716
5950,363,371,13.3,21.8,8.49,21.7,3150,186,94.7,2960,5420,200,690,76.92,2173.5,3070.94,62.83,21.7,8.49,0.92,1.64,289.86,0.7077638689
6450,363,371,13.3,21.8,8.49,21.7,3150,186,94.7,2960,5420,200,690,76.92,2173.5,2709.82,68.11,21.7,8.49,0.92,1.64,289.86,0.8020820438
30000,363,371,13.3,21.8,8.49,21.7,3150,186,94.7,2960,5420,200,690,76.92,2173.5,409.54,316.79,21.7,8.49,0.92,1.64,289.86,5.307160093
4300,361,371,12.3,19.9,9.34,23.5,2830,167,94.2,2240,4830,200,690,76.92,1952.7,4587.78,45.65,23.5,9.34,0.92,1.61,289.86,0.4256303443
4800,361,371,12.3,19.9,9.34,23.5,2830,167,94.2,2240,4830,200,690,76.92,1952.7,3793.54,50.96,23.5,9.34,0.92,1.61,289.86,0.5147431053
5300,361,371,12.3,19.9,9.34,23.5,2830,167,94.2,2240,4830,200,690,76.92,1952.7,3210.23,56.26,23.5,9.34,0.92,1.61,289.86,0.608274938
5800,361,371,12.3,19.9,9.34,23.5,2830,167,94.2,2240,4830,200,690,76.92,1952.7,2768.33,61.57,23.5,9.34,0.92,1.61,289.86,0.7053712415
6300,361,371,12.3,19.9,9.34,23.5,2830,167,94.2,2240,4830,200,690,76.92,1952.7,2424.81,66.88,23.5,9.34,0.92,1.61,289.86,0.8052994673
30000,361,371,12.3,19.9,9.34,23.5,2830,167,94.2,2240,4830,200,690,76.92,1952.7,339.06,318.47,23.5,9.34,0.92,1.61,289.86,5.759080969
4400,356,368,11.2,18.0,10.20,25.9,2570,151,94.0,1690,4300,200,690,76.92,1773.3,3875.34,46.81,25.9,10.20,0.92,1.61,289.86,0.4575860942
4900,356,368,11.2,18.0,10.20,25.9,2570,151,94.0,1690,4300,200,690,76.92,1773.3,3209.48,52.13,25.9,10.20,0.92,1.61,289.86,0.552519464
5400,356,368,11.2,18.0,10.20,25.9,2570,151,94.0,1690,4300,200,690,76.92,1773.3,2717.78,57.45,25.9,10.20,0.92,1.61,289.86,0.6524810353
5900,356,368,11.2,18.0,10.20,25.9,2570,151,94.0,1690,4300,200,690,76.92,1773.3,2343.76,62.77,25.9,10.20,0.92,1.61,289.86,0.7566038351
6400,356,368,11.2,18.0,10.20,25.9,2570,151,94.0,1690,4300,200,690,76.92,1773.3,2052.13,68.09,25.9,10.20,0.92,1.61,289.86,0.8641263037
30000,356,368,11.2,18.0,10.20,25.9,2570,151,94.0,1690,4300,200,690,76.92,1773.3,281.50,319.15,25.9,10.20,0.92,1.61,289.86,6.299384873
3100,363,257,13.0,21.7,5.92,22.4,2280,62,63.0,2110,1800,200,690,76.92,1573.2,3398.88,49.21,22.4,5.92,1.33,1.67,289.86,0.4628584685
3600,363,257,13.0,21.7,5.92,22.4,2280,62,63.0,2110,1800,200,690,76.92,1573.2,2650.94,57.14,22.4,5.92,1.33,1.67,289.86,0.5934503112
4100,363,257,13.0,21.7,5.92,22.4,2280,62,63.0,2110,1800,200,690,76.92,1573.2,2153.73,65.08,22.4,5.92,1.33,1.67,289.86,0.7304552066
4600,363,257,13.0,21.7,5.92,22.4,2280,62,63.0,2110,1800,200,690,76.92,1573.2,1804.57,73.02,22.4,5.92,1.33,1.67,289.86,0.871788224
5100,363,257,13.0,21.7,5.92,22.4,2280,62,63.0,2110,1800,200,690,76.92,1573.2,1548.56,80.95,22.4,5.92,1.33,1.67,289.86,1.015909469
30000,363,257,13.0,21.7,5.92,22.4,2280,62,63.0,2110,1800,200,690,76.92,1573.2,196.33,476.19,22.4,5.92,1.33,1.67,289.86,8.012897278
3000,361,257,11.4,20.0,6.41,25.4,2060,56,63.0,1610,1610,200,690,76.92,1421.4,3165.00,47.62,25.4,6.41,1.33,1.76,289.86,0.4490990748
3500,361,257,11.4,20.0,6.41,25.4,2060,56,63.0,1610,1610,200,690,76.92,1421.4,2431.88,55.56,25.4,6.41,1.33,1.76,289.86,0.5844854612
4000,361,257,11.4,20.0,6.41,25.4,2060,56,63.0,1610,1610,200,690,76.92,1421.4,1951.83,63.49,25.4,6.41,1.33,1.76,289.86,0.7282415077
4500,361,257,11.4,20.0,6.41,25.4,2060,56,63.0,1610,1610,200,690,76.92,1421.4,1618.93,71.43,25.4,6.41,1.33,1.76,289.86,0.8779847788
5000,361,257,11.4,20.0,6.41,25.4,2060,56,63.0,1610,1610,200,690,76.92,1421.4,1377.50,79.37,25.4,6.41,1.33,1.76,289.86,1.031866482
30000,361,257,11.4,20.0,6.41,25.4,2060,56,63.0,1610,1610,200,690,76.92,1421.4,163.56,476.19,25.4,6.41,1.33,1.76,289.86,8.6903501
3000,356,254,10.5,18.2,6.97,27.5,1880,50,62.5,1250,1440,200,690,76.92,1297.2,2795.57,48.00,27.5,6.97,1.33,1.74,289.86,0.464019545
3500,356,254,10.5,18.2,6.97,27.5,1880,50,62.5,1250,1440,200,690,76.92,1297.2,2138.69,56.00,27.5,6.97,1.33,1.74,289.86,0.6065393374
4000,356,254,10.5,18.2,6.97,27.5,1880,50,62.5,1250,1440,200,690,76.92,1297.2,1709.29,64.00,27.5,6.97,1.33,1.74,289.86,0.758912606
4500,356,254,10.5,18.2,6.97,27.5,1880,50,62.5,1250,1440,200,690,76.92,1297.2,1412.13,72.00,27.5,6.97,1.33,1.74,289.86,0.9186097274
5000,356,254,10.5,18.2,6.97,27.5,1880,50,62.5,1250,1440,200,690,76.92,1297.2,1197.12,80.00,27.5,6.97,1.33,1.74,289.86,1.08359679
30000,356,254,10.5,18.2,6.97,27.5,1880,50,62.5,1250,1440,200,690,76.92,1297.2,137.26,480.00,27.5,6.97,1.33,1.74,289.86,9.450930882
2800,353,254,9.5,16.4,7.75,30.4,1670,45,62.2,912,1260,200,690,76.92,1152.3,2729.20,45.02,30.4,7.75,1.33,1.72,289.86,0.4222121606
3300,353,254,9.5,16.4,7.75,30.4,1670,45,62.2,912,1260,200,690,76.92,1152.3,2032.85,53.05,30.4,7.75,1.33,1.72,289.86,0.5668384023
3800,353,254,9.5,16.4,7.75,30.4,1670,45,62.2,912,1260,200,690,76.92,1152.3,1590.72,61.09,30.4,7.75,1.33,1.72,289.86,0.7243872254
4300,353,254,9.5,16.4,7.75,30.4,1670,45,62.2,912,1260,200,690,76.92,1152.3,1291.73,69.13,30.4,7.75,1.33,1.72,289.86,0.8920572034
4800,353,254,9.5,16.4,7.75,30.4,1670,45,62.2,912,1260,200,690,76.92,1152.3,1079.47,77.17,30.4,7.75,1.33,1.72,289.86,1.067465414
30000,353,254,9.5,16.4,7.75,30.4,1670,45,62.2,912,1260,200,690,76.92,1152.3,110.51,482.32,30.4,7.75,1.33,1.72,289.86,10.42687569
2300,353,205,9.4,16.8,6.11,30.9,1430,24,48.8,807,682,200,690,76.92,986.7,2205.69,47.13,30.9,6.11,1.64,1.78,289.86,0.447343893
2800,353,205,9.4,16.8,6.11,30.9,1430,24,48.8,807,682,200,690,76.92,986.7,1557.03,57.38,30.9,6.11,1.64,1.78,289.86,0.633707137
3300,353,205,9.4,16.8,6.11,30.9,1430,24,48.8,807,682,200,690,76.92,986.7,1177.42,67.62,30.9,6.11,1.64,1.78,289.86,0.8380193927
3800,353,205,9.4,16.8,6.11,30.9,1430,24,48.8,807,682,200,690,76.92,986.7,935.09,77.87,30.9,6.11,1.64,1.78,289.86,1.055194538
4300,353,205,9.4,16.8,6.11,30.9,1430,24,48.8,807,682,200,690,76.92,986.7,770.12,88.11,30.9,6.11,1.64,1.78,289.86,1.281235728
25000,353,205,9.4,16.8,6.11,30.9,1430,24,48.8,807,682,200,690,76.92,986.7,91.41,512.30,30.9,6.11,1.64,1.78,289.86,10.79469592
2300,351,204,8.6,15.1,6.75,33.6,1280,21,48.5,604,602,200,690,76.92,883.2,1927.42,47.42,33.6,6.75,1.65,1.75,289.86,0.4582292881
2800,351,204,8.6,15.1,6.75,33.6,1280,21,48.5,604,602,200,690,76.92,883.2,1353.17,57.73,33.6,6.75,1.65,1.75,289.86,0.6526889262
3300,351,204,8.6,15.1,6.75,33.6,1280,21,48.5,604,602,200,690,76.92,883.2,1017.67,68.04,33.6,6.75,1.65,1.75,289.86,0.8678632422
3800,351,204,8.6,15.1,6.75,33.6,1280,21,48.5,604,602,200,690,76.92,883.2,803.97,78.35,33.6,6.75,1.65,1.75,289.86,1.098545118
4300,351,204,8.6,15.1,6.75,33.6,1280,21,48.5,604,602,200,690,76.92,883.2,658.88,88.66,33.6,6.75,1.65,1.75,289.86,1.340456419
15000,351,204,8.6,15.1,6.75,33.6,1280,21,48.5,604,602,200,690,76.92,883.2,129.12,309.28,33.6,6.75,1.65,1.75,289.86,6.840390198
2200,348,203,7.8,13.5,7.54,37.4,1140,19,48.0,437,524,200,690,76.92,786.6,1803.95,45.83,37.4,7.54,1.65,1.74,289.86,0.4360429385
2700,348,203,7.8,13.5,7.54,37.4,1140,19,48.0,437,524,200,690,76.92,786.6,1238.20,56.25,37.4,7.54,1.65,1.74,289.86,0.6352767322
3200,348,203,7.8,13.5,7.54,37.4,1140,19,48.0,437,524,200,690,76.92,786.6,915.02,66.67,37.4,7.54,1.65,1.74,289.86,0.8596562231
3700,348,203,7.8,13.5,7.54,37.4,1140,19,48.0,437,524,200,690,76.92,786.6,712.63,77.08,37.4,7.54,1.65,1.74,289.86,1.103794905
4200,348,203,7.8,13.5,7.54,37.4,1140,19,48.0,437,524,200,690,76.92,786.6,577.10,87.50,37.4,7.54,1.65,1.74,289.86,1.363014997
15000,348,203,7.8,13.5,7.54,37.4,1140,19,48.0,437,524,200,690,76.92,786.6,104.00,312.50,37.4,7.54,1.65,1.74,289.86,7.563567054
1800,358,172,7.9,13.1,6.57,39.6,1010,11,39.4,332,330,200,690,76.92,696.9,1621.60,45.69,39.6,6.57,2.01,1.66,289.86,0.4297609002
2300,358,172,7.9,13.1,6.57,39.6,1010,11,39.4,332,330,200,690,76.92,696.9,1028.00,58.38,39.6,6.57,2.01,1.66,289.86,0.677921445
2800,358,172,7.9,13.1,6.57,39.6,1010,11,39.4,332,330,200,690,76.92,696.9,721.78,71.07,39.6,6.57,2.01,1.66,289.86,0.9655289916
3300,358,172,7.9,13.1,6.57,39.6,1010,11,39.4,332,330,200,690,76.92,696.9,542.87,83.76,39.6,6.57,2.01,1.66,289.86,1.283726354
3800,358,172,7.9,13.1,6.57,39.6,1010,11,39.4,332,330,200,690,76.92,696.9,428.91,96.45,39.6,6.57,2.01,1.66,289.86,1.624808635
10000,358,172,7.9,13.1,6.57,39.6,1010,11,39.4,332,330,200,690,76.92,696.9,109.78,253.81,39.6,6.57,2.01,1.66,289.86,6.348064153
1750,356,171,7.2,11.5,7.41,43.1,895,10,38.9,237,287,200,690,76.92,617.55,1476.60,44.99,43.1,7.41,2.01,1.59,289.86,0.4182230277
2250,356,171,7.2,11.5,7.41,43.1,895,10,38.9,237,287,200,690,76.92,617.55,919.05,57.84,43.1,7.41,2.01,1.59,289.86,0.6719448393
2750,356,171,7.2,11.5,7.41,43.1,895,10,38.9,237,287,200,690,76.92,617.55,636.16,70.69,43.1,7.41,2.01,1.59,289.86,0.9707523466
3250,356,171,7.2,11.5,7.41,43.1,895,10,38.9,237,287,200,690,76.92,617.55,472.82,83.55,43.1,7.41,2.01,1.59,289.86,1.306086373
3750,356,171,7.2,11.5,7.41,43.1,895,10,38.9,237,287,200,690,76.92,617.55,369.77,96.40,43.1,7.41,2.01,1.59,289.86,1.670095141
10000,356,171,7.2,11.5,7.41,43.1,895,10,38.9,237,287,200,690,76.92,617.55,88.61,257.07,43.1,7.41,2.01,1.59,289.86,6.969264366
1700,351,171,6.9,9.8,8.74,45.4,775,8,37.8,158,238,200,690,76.92,534.75,1292.69,44.97,45.4,8.74,2.00,1.43,289.86,0.4136710187
2200,351,171,6.9,9.8,8.74,45.4,775,8,37.8,158,238,200,690,76.92,534.75,789.78,58.20,45.4,8.74,2.00,1.43,289.86,0.6770833058
2700,351,171,6.9,9.8,8.74,45.4,775,8,37.8,158,238,200,690,76.92,534.75,538.92,71.43,45.4,8.74,2.00,1.43,289.86,0.992257886
3200,351,171,6.9,9.8,8.74,45.4,775,8,37.8,158,238,200,690,76.92,534.75,395.79,84.66,45.4,8.74,2.00,1.43,289.86,1.351087945
3700,351,171,6.9,9.8,8.74,45.4,775,8,37.8,158,238,200,690,76.92,534.75,306.32,97.88,45.4,8.74,2.00,1.43,289.86,1.745747607
10000,351,171,6.9,9.8,8.74,45.4,775,8,37.8,158,238,200,690,76.92,534.75,68.25,264.55,45.4,8.74,2.00,1.43,289.86,7.835115201
1300,353,128,6.5,10.7,5.98,48.1,659,4,27.4,149,109,200,690,76.92,454.71,1015.86,47.45,48.1,5.98,2.67,1.65,289.86,0.4476095764
1800,353,128,6.5,10.7,5.98,48.1,659,4,27.4,149,109,200,690,76.92,454.71,549.58,65.69,48.1,5.98,2.67,1.65,289.86,0.827374475
2300,353,128,6.5,10.7,5.98,48.1,659,4,27.4,149,109,200,690,76.92,454.71,351.93,83.94,48.1,5.98,2.67,1.65,289.86,1.292042638
2800,353,128,6.5,10.7,5.98,48.1,659,4,27.4,149,109,200,690,76.92,454.71,249.73,102.19,48.1,5.98,2.67,1.65,289.86,1.82080954
3300,353,128,6.5,10.7,5.98,48.1,659,4,27.4,149,109,200,690,76.92,454.71,189.81,120.44,48.1,5.98,2.67,1.65,289.86,2.395604133
8000,353,128,6.5,10.7,5.98,48.1,659,4,27.4,149,109,200,690,76.92,454.71,53.95,291.97,48.1,5.98,2.67,1.65,289.86,8.42804052
1250,348,127,5.8,8.5,7.46,53.3,544,3,26.4,87,84,200,690,76.92,375.36,844.93,47.35,53.3,7.46,2.67,1.46,289.86,0.4442523628
1750,348,127,5.8,8.5,7.46,53.3,544,3,26.4,87,84,200,690,76.92,375.36,443.10,66.29,53.3,7.46,2.67,1.46,289.86,0.8471263182
2250,348,127,5.8,8.5,7.46,53.3,544,3,26.4,87,84,200,690,76.92,375.36,277.44,85.23,53.3,7.46,2.67,1.46,289.86,1.352935886
2750,348,127,5.8,8.5,7.46,53.3,544,3,26.4,87,84,200,690,76.92,375.36,193.30,104.17,53.3,7.46,2.67,1.46,289.86,1.941868883
3250,348,127,5.8,8.5,7.46,53.3,544,3,26.4,87,84,200,690,76.92,375.36,144.64,123.11,53.3,7.46,2.67,1.46,289.86,2.595209728
6000,348,127,5.8,8.5,7.46,53.3,544,3,26.4,87,84,200,690,76.92,375.36,55.59,227.27,53.3,7.46,2.67,1.46,289.86,6.752854577
7700,427,340,45.2,75.2,2.26,5.5,9880,495,88.1,101000,15300,200,690,76.92,6817.2,15301.28,87.40,5.5,2.26,1.03,1.66,289.86,0.4455313322
8200,427,340,45.2,75.2,2.26,5.5,9880,495,88.1,101000,15300,200,690,76.92,6817.2,14315.92,93.08,5.5,2.26,1.03,1.66,289.86,0.4761972304
8700,427,340,45.2,75.2,2.26,5.5,9880,495,88.1,101000,15300,200,690,76.92,6817.2,13451.94,98.75,5.5,2.26,1.03,1.66,289.86,0.5067820442
9200,427,340,45.2,75.2,2.26,5.5,9880,495,88.1,101000,15300,200,690,76.92,6817.2,12687.96,104.43,5.5,2.26,1.03,1.66,289.86,0.537296921
9700,427,340,45.2,75.2,2.26,5.5,9880,495,88.1,101000,15300,200,690,76.92,6817.2,12007.37,110.10,5.5,2.26,1.03,1.66,289.86,0.5677511667
120000,427,340,45.2,75.2,2.26,5.5,9880,495,88.1,101000,15300,200,690,76.92,6817.2,951.28,1362.09,5.5,2.26,1.03,1.66,289.86,7.16638075
7000,414,335,41.4,68.4,2.45,6.0,8800,437,86.9,77000,13100,200,690,76.92,6072,13960.04,80.55,6.0,2.45,1.03,1.65,289.86,0.4349557507
7500,414,335,41.4,68.4,2.45,6.0,8800,437,86.9,77000,13100,200,690,76.92,6072,12960.50,86.31,6.0,2.45,1.03,1.65,289.86,0.4685005182
8000,414,335,41.4,68.4,2.45,6.0,8800,437,86.9,77000,13100,200,690,76.92,6072,12097.37,92.06,6.0,2.45,1.03,1.65,289.86,0.5019274645
8500,414,335,41.4,68.4,2.45,6.0,8800,437,86.9,77000,13100,200,690,76.92,6072,11344.17,97.81,6.0,2.45,1.03,1.65,289.86,0.5352529743
9000,414,335,41.4,68.4,2.45,6.0,8800,437,86.9,77000,13100,200,690,76.92,6072,10680.91,103.57,6.0,2.45,1.03,1.65,289.86,0.5684908067
120000,414,335,41.4,68.4,2.45,6.0,8800,437,86.9,77000,13100,200,690,76.92,6072,780.43,1380.90,6.0,2.45,1.03,1.65,289.86,7.780286661
7000,404,333,38.9,62.6,2.66,6.4,7880,390,85.9,59500,11300,200,690,76.92,5437.2,11647.90,81.49,6.4,2.66,1.03,1.61,289.86,0.4667966152
7500,404,333,38.9,62.6,2.66,6.4,7880,390,85.9,59500,11300,200,690,76.92,5437.2,10807.81,87.31,6.4,2.66,1.03,1.61,289.86,0.503080646
8000,404,333,38.9,62.6,2.66,6.4,7880,390,85.9,59500,11300,200,690,76.92,5437.2,10083.29,93.13,6.4,2.66,1.03,1.61,289.86,0.5392287856
8500,404,333,38.9,62.6,2.66,6.4,7880,390,85.9,59500,11300,200,690,76.92,5437.2,9451.74,98.95,6.4,2.66,1.03,1.61,289.86,0.5752592894
9000,404,333,38.9,62.6,2.66,6.4,7880,390,85.9,59500,11300,200,690,76.92,5437.2,8896.12,104.77,6.4,2.66,1.03,1.61,289.86,0.6111876598
100000,404,333,38.9,62.6,2.66,6.4,7880,390,85.9,59500,11300,200,690,76.92,5437.2,777.79,1164.14,6.4,2.66,1.03,1.61,289.86,6.990580101
6200,391,330,35.6,57.1,2.89,7.0,7010,345,84.8,45000,9610,200,690,76.92,4836.9,10965.53,73.11,7.0,2.89,1.01,1.60,289.86,0.4411006244
