x,y
0.0,0.0
1.0,1.0
0.62,0.62218943381515
0.74,0.7498086466673827
1.06,1.014935210067994
0.36,0.31432794827500976
0.89,0.8447734479829131
0.4,0.4456280188522238
0.46,0.4517116020591131
0.75,0.7943542083780296
0.4,0.4691443882149823
0.63,0.5907564453167847
0.3,0.3402689891433025
0.46,0.37217430402496043
0.39,0.40620804884179906
0.42,0.48777589652562525
0.77,0.7297081480287734
0.54,0.54266352547083
0.15,0.19563543694250707
0.41,0.4411842589795124
0.34,0.38523731521437965
0.76,0.7323182368859672
0.54,0.5702555032932483
0.31,0.35150566288447604
0.98,1.026616255125775
0.18,0.18824034918143784
0.74,0.7027906501934543
0.28,0.23426779983299373
0.7,0.660791970038903
1.01,0.9645532900365922
0.37,0.36791633008867736
0.67,0.7045391288947743
0.73,0.6810522566313858
0.42,0.4338923806924947
0.79,0.74513715951718
0.53,0.538668868118548
0.28,0.32177126868481876
0.76,0.7319755764179907
0.33,0.3091188510912658
0.63,0.6632439471126549
0.42,0.4018759527083807
0.99,0.9786142762639115
0.4,0.4703693737616722
0.42,0.4181000071816442
0.87,0.8166178068222046
0.92,0.9010813115006685
0.93,0.9062975947508186
0.3,0.24312533551951143
0.57,0.5428669166790439
0.58,0.5581072142814266
0.46,0.40880459088999255
0.8,0.7608492482418695
0.79,0.7750107068552882
0.8,0.7580041506772566
0.34,0.38430880128330314
0.16,0.15979234169300782
0.33,0.3592379786352057
0.33,0.36799467860296453
0.56,0.6085015657687977
0.93,0.8845857677169041
0.77,0.6892047570894205
0.33,0.2911355915672197
0.39,0.3432669413322693
0.79,0.7921548881891446
0.82,0.810247602408941
0.63,0.575036982169454
0.62,0.6653728079916629
0.77,0.7607357155878728
0.78,0.8251757760273897
0.98,0.9347099417484327
0.82,0.7746030851276889
0.55,0.5291312584586105
0.3,0.29392695167170124
0.47,0.49686448213155876
0.79,0.7500552450976842
0.9,0.8948499047652819
0.56,0.5992885379038296
0.42,0.46532588854413304
0.26,0.21493147550622205
0.24,0.22429747112193477
0.43,0.44003323022273777
0.28,0.2703632637550899
0.92,0.835782793787078
0.58,0.6247851463398709
0.52,0.5485646983223568
0.36,0.32235303551339556
0.39,0.4352754651341506
0.67,0.6362532767580962
0.66,0.6488389146232015
0.19,0.19153859686294245
0.39,0.4855425161239233
0.68,0.7086013919344539
0.96,0.9460613690620433
0.46,0.5198976725117818
0.9,0.8837061831630646
0.26,0.238130004198554
0.98,0.9611820992334754
0.48,0.4973765692470016
0.24,0.2043212298080631
0.44,0.5117118571214875
0.67,0.6251594592897566
0.36,0.35765365337512167
0.28,0.3004266376516168
0.79,0.8402785855355412
0.94,0.9719659918540927
0.38,0.37069137892524784
0.76,0.7344670520441724
0.49,0.43188806868561425
0.53,0.5785641725860796
0.57,0.5979944287967024
0.46,0.41469768131171436
0.69,0.7355595115048251
0.77,0.8149996496564106
0.51,0.5247500334265588
0.27,0.2757482286388987
0.79,0.7575393866637206
0.35,0.34061326868367126
0.68,0.6892132387546902
0.96,0.9146666545083962
0.43,0.39225398495933994
0.45,0.44158133700747004
0.7,0.7115955203978855
0.28,0.2882282063780436
0.97,0.9638868986585062
0.82,0.815400455291276
0.89,0.9314726874139888
0.9,0.9089667893191143
0.78,0.8979674576297586
0.3,0.25495010897732506
0.44,0.47964246219514706
0.56,0.5413033671656564
0.2,0.17313006574535195
0.32,0.2968726696801153
0.88,0.8491729180604134
0.87,0.8612781567065378
1.05,1.0356874647776282
0.79,0.8824834798608837
0.51,0.4802637762340608
0.66,0.6325824153833886
0.51,0.5229089951261843
0.7,0.7325458001664621
0.54,0.46743698447723114
0.61,0.5813164373440051
0.15,0.19514817155478786
0.85,0.8051134937748874
0.24,0.23130610861080048
0.68,0.6385766636443538
0.41,0.3854387407681362
0.49,0.4891380469070311
0.85,0.8020574552805254
0.75,0.7141141540726962
0.91,0.9089272513682541
0.68,0.6344634459581667
0.9,0.8637248989338752
0.69,0.6235010743100041
0.71,0.6943529409534105
0.3,0.3450615100216563
0.97,0.9385748659651171
0.22,0.22258858268402482
0.78,0.7344772073169558
0.55,0.5696740118848053
0.62,0.6205507402577961
0.49,0.5020847338998525
0.7,0.631208891108642
0.9,0.854619823755049
0.65,0.6855849858519448
0.36,0.3449449928083087
0.87,0.8246371599077086
0.22,0.25799368025275815
0.61,0.5542358871519327
0.39,0.37410009598039895
0.38,0.36144509112220924
0.42,0.37997730940903585
0.92,0.8747894782117783
0.21,0.2091168608544629
0.87,0.9009718411964315
0.36,0.40537578265098484
0.74,0.7028117325660613
0.25,0.24123714850038158
0.73,0.7833362268343311
0.25,0.21315691436673845
0.15,0.16317825344699555
0.65,0.6260840711328554
0.36,0.3623768179946373
0.36,0.4261897580740971
0.38,0.43682732130107593
0.24,0.2299233928676494
0.41,0.4903089992392946
0.9,0.9440193324519336
0.33,0.3749216239320553
0.38,0.36844835450807845
0.32,0.30125998241526364
0.5,0.553465814179683
0.33,0.30463205044560626
1.02,0.9746489776778234
0.44,0.484692929556895
0.12,0.16517133562253866
0.73,0.7169563143534051
0.81,0.8280344578944813
0.8,0.7449781905663767
0.68,0.7334895161861746
0.71,0.6898420692939063
0.42,0.503820897477704
0.63,0.5846846418703681
0.87,0.8948451208415994
0.32,0.37342274931597397
0.9,0.8944260148215665
0.66,0.6259084142035091
0.73,0.7657826985171626
0.89,0.917281274204187
0.74,0.7417725964248386
0.45,0.5902145246622977
0.68,0.6341966714834224
0.28,0.24294157482658918
0.97,0.9251165455766474
0.77,0.7479589969095218
0.31,0.35522567628857293
0.95,0.9777630180149491
0.58,0.5735111210924094
0.66,0.7103336571472872
0.51,0.4981434179444536
0.78,0.7346575153685339
0.36,0.39960871167953516
0.26,0.22727047341805034
0.32,0.35413456619114303
0.8,0.845397867843224
0.55,0.5377658457227716
0.25,0.2681822287743587
0.66,0.5907136875652836
0.24,0.20306399172933431
0.33,0.32771769717323973
0.77,0.8153262442662813
0.24,0.2653886516660461
0.59,0.5286125941050777
0.84,0.8187073446869529
0.78,0.7451215076281092
0.69,0.64442567485514
0.86,0.905347625624567
0.48,0.48220857798605743
0.94,0.9854256605385633
0.78,0.7168388267660418
0.73,0.6740506686601705
0.81,0.8370398229719657
0.36,0.43859339980768597
0.51,0.47148480862332065
0.32,0.2803885234531852
0.2,0.15477710095652675
0.43,0.45341196193373867
0.56,0.6054720321393422
0.5,0.5454045431543634
1.06,1.0769424867316806
0.27,0.31525733449061677
0.42,0.48904505695945144
0.8,0.8130309834640604
0.71,0.6409596109674912
0.84,0.8889003343026464
0.32,0.30170696022013377
0.87,0.8769048834243137
0.31,0.35529306333786903
0.88,0.8350573091157997
0.76,0.7122904130537645
0.29,0.25220646870749397
0.81,0.8358517742760588
0.47,0.5284652030703535
0.49,0.4479497102087856
0.59,0.5445819607332578
0.79,0.7890036433782541
0.41,0.44580123578165665
0.4,0.4278010832052732
0.3,0.26951595792006844
0.24,0.2456187545452645
0.31,0.3003952247944275
0.46,0.4849214487351582
0.69,0.6541235197419663
0.87,0.915008837112463
0.63,0.5473911911607646
0.85,0.9498075405542942
0.67,0.7011145128007995
0.35,0.30469730303253484
0.32,0.33192091283431646
0.84,0.8437200242464485
0.93,0.9000342481947144
0.96,0.9100151695352182
0.32,0.3069134285712689
0.68,0.6715079074992564
0.39,0.36672435998529906
0.68,0.7332275422937552
0.3,0.3450714191987757
0.82,0.8987432904826546
0.3,0.2606795886144885
0.36,0.3167667634561363
0.99,0.9488867133179778
0.46,0.47415436008662126
0.87,0.8394854245560023
0.77,0.8155545391577632
0.46,0.47398075670446393
0.57,0.6302703477658594
0.49,0.4551802516405429
0.63,0.5843749597395858
0.52,0.5366330747538234
0.68,0.6555301662372471
0.52,0.512439531564339
0.45,0.48140084811098294
1.01,0.964875472158543
0.88,0.950994045728803
0.78,0.768793241975331
0.89,0.8409808294942249
0.89,0.8321219229859934
0.5,0.5090440247431643
0.21,0.22690322501237925
0.75,0.7050827493254124
0.74,0.7373281942202105
0.66,0.6959535224637151
1.08,1.034843498103314
0.21,0.21180500950662273
0.58,0.5532243549880159
0.85,0.8046366278646692
0.28,0.3095348551517644
0.78,0.7462726367386116
0.46,0.46974228838371046
0.81,0.8143628146218204
0.28,0.2395247962416971
0.49,0.5664989410428493
0.4,0.4684098661451506
0.57,0.6443949421357248
0.44,0.5279310706070678
0.7,0.6370263980685292
0.8,0.8004967241177082
0.82,0.8307233596495217
0.37,0.3855230881021897
0.78,0.8037959380578444
0.75,0.7155390753001953
0.65,0.6968771833831212
0.66,0.6390597752865134
0.44,0.4418588147593344
0.27,0.23243439601282456
0.43,0.478358796554864
0.6,0.6154469426139632
0.53,0.5032628723465014
0.72,0.7383257661007882
0.43,0.42488522972600606
0.69,0.6773058476767951
0.45,0.5187956906359193
0.23,0.2532926175655108
0.87,0.9021559554981201
0.33,0.40705346735328585
0.96,0.9199058890868509
0.39,0.43986157034462725
0.77,0.7063008615169292
0.97,0.9305674119646504
0.63,0.6336418855734697
1.05,1.0492336027830773
0.6,0.516753959516448
0.33,0.4057036796529433
0.72,0.7154033873198132
0.44,0.38692949487313155
0.4,0.3703112305572581
0.6,0.5431612860189446
0.79,0.7786594399226935
0.48,0.5804040052489725
0.42,0.4293475165524181
0.63,0.6332557402412168
0.33,0.326923398298964
0.24,0.2525400541460491
0.71,0.6379927892654923
0.83,0.7865963401597443
0.9,0.8460169700661131
0.84,0.957613705529272
0.31,0.43053619364979867
0.49,0.4754788541643281
0.4,0.4035745274084167
0.68,0.6231395592506691
0.31,0.25795679347072353
0.75,0.7852896003595305
0.89,0.8695878384281057
0.36,0.42481891501003355
1.01,0.9333742270912885
0.9,0.9168881955800195
0.3,0.24781481536304872
0.76,0.7714294130825833
0.32,0.27288433131786227
0.74,0.7659691204124223
0.86,0.8428428103996948
0.45,0.5296398479365326
0.7,0.6590822479856709
0.36,0.38958414816576636
0.26,0.29320492910809925
0.27,0.23207174861562996
0.53,0.475850375060227
0.67,0.6524375104118537
0.65,0.6046272599344172
0.22,0.19038172713066237
0.78,0.8551524488818077
0.79,0.7559879782324971
0.36,0.37504904119600935
0.37,0.3121332165174905
0.29,0.31958335808973937
0.74,0.6753172048992321
0.8,0.7884201982754088
0.41,0.45559998925121203
0.21,0.17093141384917632
0.34,0.36364055328771394
